,Transaction ID,Account To,Account From,Transaction Date,Value,Cancelled?,Account Holder ID,Name,Date of Birth,Contact Number,First Line of Address,Account Number,Account Type,Balance Date,Balance
205,7389839740,92052516,80808205,2023-02-02,1082.7,N,14515913,Aymer Chessman,14/05/1979,7629430015,92952 Jackson Place,80808205,Basic,2023-01-31,280.92
206,8244446277,37796234,80808205,2023-02-02,1698.0,N,14515913,Aymer Chessman,14/05/1979,7629430015,92952 Jackson Place,80808205,Basic,2023-01-31,280.92
207,4000808907,92145159,18447548,2023-02-13,1370.8,N,14924822,Amalle Townsend,06/01/1959,7564656009,3526 Sutherland Alley,18447548,Basic,2023-01-31,574.24
208,4013458284,46525458,91142310,2023-02-07,1225.0,N,22859024,Pierre Skatcher,19/12/1949,7253371140,745 Crownhardt Street,91142310,Basic,2023-01-31,363.08
209,4025620235,45543867,41085190,2023-02-07,1522.0,N,16982197,Drucie Adamkiewicz,18/01/1933,7956341732,533 Steensland Road,41085190,Basic,2023-01-31,78.73
210,7559132731,79570236,41085190,2023-02-08,1168.1,N,16982197,Drucie Adamkiewicz,18/01/1933,7956341732,533 Steensland Road,41085190,Basic,2023-01-31,78.73
211,4052648021,23271383,71280775,2023-02-06,1176.9,N,48284526,Harmon Monroe,08/05/1990,7952399339,76 Myrtle Crossing,71280775,Basic,2023-01-31,427.44
212,4129627066,24250015,58009817,2023-02-12,1354.4,N,52235668,Cilka Krugmann,11/11/1936,7903604793,2 Melby Street,58009817,Gold,2023-01-31,887.22
213,4140747293,85156953,20425065,2023-02-14,2134.6,N,91790770,Farrah Bernasek,04/03/1995,7324300770,839 Bluestem Crossing,20425065,Basic,2023-01-31,866.77
214,4141638013,10437896,86339581,2023-02-11,1107.1,N,24842148,Cathie Arnaldi,03/07/1931,7436688971,162 Larry Plaza,86339581,Gold,2023-01-31,91.76
215,4143382547,81475774,53753986,2023-02-04,1059.1,N,70147733,Georgie Hampton,01/11/1930,7825742292,7 Springview Drive,53753986,Gold,2023-01-31,252.69
217,4167488191,75569387,29638033,2023-02-01,1775.6,N,96323829,Barbaraanne Fredi,01/04/1963,7544564107,104 Dawn Drive,29638033,Gold,2023-01-31,537.95
218,8738045222,45558696,29638033,2023-02-02,1890.0,N,96323829,Barbaraanne Fredi,01/04/1963,7544564107,104 Dawn Drive,29638033,Gold,2023-01-31,537.95
219,4230172990,68315462,10231977,2023-02-09,1410.1,N,41402857,Federico Cathro,13/12/1985,7283906757,12 Green Hill,10231977,Basic,2023-01-31,61.63
220,4242985320,81181209,86108287,2023-02-10,1210.3,N,55131193,Ilene Castro,23/08/1932,7546415066,25768 Browning Drive,86108287,Basic,2023-01-31,523.61
221,4265537685,93009261,19094015,2023-02-06,1695.0,N,39028764,Tom Twell,11/08/1940,7512644141,995 Debs Lane,19094015,Basic,2023-01-31,548.65
222,4279360650,91576212,51504474,2023-02-08,1254.7,N,96559278,Raeann Giamelli,07/03/1944,7141897730,50426 Lukken Court,51504474,Basic,2023-01-31,153.25
223,4286864758,42726921,99734848,2023-02-12,1342.4,N,56623581,Jana Sibthorp,02/03/1938,7302718672,48 Sutteridge Plaza,99734848,Gold,2023-01-31,354.29
224,4322436110,64683004,61847987,2023-02-08,2017.7,N,91382721,Deloris Blackader,07/09/1937,7737759100,94017 Roth Place,61847987,Basic,2023-01-31,874.22
226,4348426260,60522190,35633136,2023-02-08,1589.0,N,14537251,Rora Couldwell,19/02/1985,7573728535,8 Golf View Way,35633136,Gold,2023-01-31,603.11
227,4359027095,52835507,21749252,2023-02-10,1098.2,N,12675951,Mufinella Hamor,24/12/1969,7554653747,7833 Alpine Alley,21749252,Gold,2023-01-31,646.27
229,4456138882,56843498,91829198,2023-02-09,1156.9,N,77799605,Kimball Penright,18/06/1988,7229437147,162 Beilfuss Place,91829198,Gold,2023-01-31,103.19
230,4504569876,64228624,22830156,2023-02-12,1153.9,N,18931952,Elli Cater,04/11/1942,7563267406,401 Summerview Terrace,22830156,Basic,2023-01-31,596.06
231,4513208813,93981472,56483442,2023-02-02,1298.8,N,36729733,Rudd Surmeir,22/10/1970,7941697234,201 Parkside Road,56483442,Gold,2023-01-31,151.85
232,4527381423,16984772,56458213,2023-02-02,1351.2,N,99878891,Vasily McVeagh,17/07/1963,7375175770,3 Dennis Plaza,56458213,Gold,2023-01-31,731.3
233,4529731146,33240853,53260868,2023-02-07,1429.1,N,79977068,Bobbee Sterre,25/09/1973,7104773838,2776 Macpherson Avenue,53260868,Basic,2023-01-31,966.85
235,4571894759,89369216,94208888,2023-02-11,1944.9,N,69364893,Stephine Paprotny,09/11/1996,7907183989,48728 Maywood Center,94208888,Gold,2023-01-31,97.84
236,4595593104,94342965,15914466,2023-02-09,1208.0,N,48411853,Kathy Naden,01/07/1951,7409895649,29316 Monterey Drive,15914466,Gold,2023-01-31,436.62
238,4635802795,60184250,45558696,2023-02-05,1526.1,N,84299544,Joannes Walczak,01/07/1981,7197765679,9702 Pierstorff Street,45558696,Basic,2023-01-31,760.19
239,4658240718,36636385,64462046,2023-02-07,1392.7,N,80441621,Ebenezer Skinley,03/07/2002,7277016427,9 Jackson Drive,64462046,Gold,2023-01-31,847.04
240,4658575884,69556322,67090449,2023-02-14,1145.9,N,50912564,Dottie Ladd,19/10/1978,7734614888,22552 Harper Junction,67090449,Gold,2023-01-31,724.35
241,4692910372,98940578,80610910,2023-02-06,1032.3,N,75817498,Liva Sotheron,04/10/1994,7195063101,33439 Dexter Trail,80610910,Basic,2023-01-31,139.54
243,4754885082,75164598,37256412,2023-02-03,1529.4,N,62294750,Geneva Stovin,18/04/2000,7417143574,7 Straubel Hill,37256412,Gold,2023-01-31,24.43
244,4758584850,78501355,42746180,2023-02-04,1610.8,N,21573282,Tadio Pettersen,06/04/1986,7437806282,9 Del Mar Avenue,42746180,Gold,2023-01-31,12.15
246,4793151094,67862200,52117174,2023-02-09,1131.6,N,65018825,Kaela Ladbrook,09/07/1933,7504495688,16573 Dryden Road,52117174,Gold,2023-01-31,932.96
248,4852845719,53234515,57436108,2023-02-04,1349.2,N,62421788,Haven Nyland,01/10/1938,7629107844,3 Dennis Road,57436108,Gold,2023-01-31,899.46
250,4895409996,29017229,37503622,2023-02-04,1246.9,N,74993234,Judah Shemwell,25/10/1996,7704105958,293 Monument Junction,37503622,Gold,2023-01-31,630.18
251,9166816564,68558850,37503622,2023-02-04,1395.3,N,74993234,Judah Shemwell,25/10/1996,7704105958,293 Monument Junction,37503622,Gold,2023-01-31,630.18
252,4903491501,49696722,59198134,2023-02-13,1291.4,N,95283111,Sileas Rowter,01/03/1932,7515621440,86 Nancy Drive,59198134,Basic,2023-01-31,122.62
254,4965345649,31183587,45822265,2023-02-05,1152.5,N,53505952,Bella Grafton,05/10/1951,7348166588,995 Canary Circle,45822265,Basic,2023-01-31,881.34
255,4969871574,13426667,63486424,2023-02-12,1224.6,N,88503839,Edvard Vearncomb,04/07/1966,7752063269,229 Evergreen Drive,63486424,Basic,2023-01-31,531.83
256,4984550406,56936624,89905732,2023-02-02,1921.4,N,48984477,Noreen Strothers,26/04/1994,7750249364,138 Moland Junction,89905732,Basic,2023-01-31,883.38
257,5001214122,90951743,58822254,2023-02-02,1559.2,N,25507597,Melodie Elstone,12/09/1955,7369065448,81657 Pleasure Circle,58822254,Basic,2023-01-31,79.7
258,5011570401,10271519,63232279,2023-02-03,2285.6,N,24064962,Ronnie Shoebrook,27/10/1986,7699578127,55543 Schlimgen Trail,63232279,Basic,2023-01-31,931.78
259,5019162140,22393008,60138058,2023-02-10,1526.7,N,63274244,Filip Doneld,16/05/1930,7662121950,143 Northwestern Avenue,60138058,Basic,2023-01-31,686.46
260,5029081461,65603779,54377538,2023-02-02,1145.1,N,51972414,Vernon Nind,05/06/1964,7654658219,6166 Toban Park,54377538,Basic,2023-01-31,845.93
261,5048240294,77026279,52855120,2023-02-12,1640.8,N,72044461,Delmor Anniwell,07/09/1988,7115991231,2685 Pankratz Plaza,52855120,Basic,2023-01-31,880.21
262,5059383865,37642787,43064169,2023-02-10,1289.6,N,60315798,Estelle Lemerie,15/03/1953,7800404494,5497 Mesta Park,43064169,Basic,2023-01-31,555.44
263,5106930413,16223952,78927989,2023-02-05,1174.8,N,87222885,Juline Gillion,18/10/1993,7398841684,1540 Karstens Way,78927989,Gold,2023-01-31,825.23
264,5116128121,10553619,58306431,2023-02-14,1485.6,N,14422849,Uriel Murkus,22/07/1957,7522998076,37 Hermina Plaza,58306431,Gold,2023-01-31,576.56
265,5120287735,37796234,88482062,2023-02-08,1096.2,N,30396380,Hammad Cronin,28/04/1959,7341322201,286 Holy Cross Circle,88482062,Gold,2023-01-31,149.31
267,5172123717,19334563,85723355,2023-02-14,1773.6,N,84700550,Valle Gebuhr,23/09/1989,7784016153,8 Bunting Parkway,85723355,Gold,2023-01-31,745.34
268,5258873692,69561077,34921262,2023-02-05,1917.1,N,31671267,Moina Farnfield,19/12/1999,7235956284,86 Banding Point,34921262,Gold,2023-01-31,971.82
269,5282224801,24434457,70231750,2023-02-03,2128.4,N,11858841,Erin Zelland,19/01/1985,7506533244,832 Delaware Point,70231750,Basic,2023-01-31,749.6
270,7448776126,88926132,70231750,2023-02-04,1618.2,N,11858841,Erin Zelland,19/01/1985,7506533244,832 Delaware Point,70231750,Basic,2023-01-31,749.6
272,5394880565,19242274,37369245,2023-02-10,1324.9,N,24436370,Ian Armin,06/11/1978,7315779675,46128 Paget Way,37369245,Gold,2023-01-31,446.65
273,5400364764,76482858,76257915,2023-02-07,1236.7,N,44222762,Lemmy Kingaby,09/08/1993,7295738518,10809 Florence Hill,76257915,Gold,2023-01-31,795.66
274,5402673276,71266283,40872555,2023-02-04,1218.0,N,77433044,Ewell Ducker,02/11/1978,7276923375,8 Morrow Court,40872555,Gold,2023-01-31,115.88
275,5425969864,36696277,62256127,2023-02-12,1491.7,N,28577325,Berri Bradberry,12/07/1994,7528399319,43 Schlimgen Pass,62256127,Gold,2023-01-31,784.39
276,8141884395,60017511,62256127,2023-02-11,1363.6,N,28577325,Berri Bradberry,12/07/1994,7528399319,43 Schlimgen Pass,62256127,Gold,2023-01-31,784.39
277,5451548633,53831793,44066457,2023-02-13,1226.1,N,95080512,Anjanette Thridgould,03/08/1949,7277983085,8 Twin Pines Lane,44066457,Basic,2023-01-31,18.09
279,5487316627,13117442,88933315,2023-02-11,1828.9,N,58527537,Dudley Tomek,04/03/1973,7457996003,5957 Scofield Street,88933315,Gold,2023-01-31,289.79
280,5508208399,79090076,31670977,2023-02-02,1520.8,N,85473694,Arda Wofenden,15/09/1964,7656245152,212 Park Meadow Plaza,31670977,Basic,2023-01-31,385.42
282,5514302946,95081571,14648004,2023-02-08,1330.7,N,51124513,Leila Peter,15/11/1979,7911895533,28102 Nobel Crossing,14648004,Gold,2023-01-31,236.67
283,7080051630,77797288,14648004,2023-02-12,1808.9,N,51124513,Leila Peter,15/11/1979,7911895533,28102 Nobel Crossing,14648004,Gold,2023-01-31,236.67
284,5518845170,63301094,47406737,2023-02-06,1204.5,N,49321899,Cece Dyde,22/11/1993,7748112315,684 Vera Parkway,47406737,Gold,2023-01-31,963.14
285,5596420425,45790907,40745965,2023-02-01,1264.3,N,76131665,Josepha Grattage,03/11/1980,7151819613,59658 Crescent Oaks Street,40745965,Gold,2023-01-31,654.15
286,5673229496,41085190,82764940,2023-02-10,1580.9,N,76581569,Becca Neasham,12/04/1975,7801802851,6 Raven Place,82764940,Gold,2023-01-31,876.37
287,5723530860,47356348,12420291,2023-02-03,1223.8,N,55080160,Rozele Chippindale,30/11/1994,7849008825,128 Sommers Trail,12420291,Gold,2023-01-31,578.47
288,5775240375,14103210,61279456,2023-02-13,1406.7,N,14049841,Brear Radenhurst,07/08/1953,7499422184,2767 Drewry Point,61279456,Basic,2023-01-31,814.3
289,5792539529,60114464,45790907,2023-02-10,1275.4,N,15667286,Trudy Labbey,12/02/1931,7725306240,77582 Anthes Road,45790907,Basic,2023-01-31,567.67
290,5824449856,88538200,76662799,2023-02-10,1394.1,N,75676679,Lena McGiff,29/06/1960,7530042054,6839 Nobel Road,76662799,Basic,2023-01-31,296.68
291,5891700549,40189934,23141588,2023-02-02,1824.3,N,96910248,Minne Sandeman,22/12/1985,7239963827,49 Pond Pass,23141588,Joint,2023-01-31,281.28
292,5898567321,49520335,55304418,2023-02-10,1795.9,N,26132993,Tatum McGarahan,19/09/1942,7450115970,1875 Hanson Court,55304418,Basic,2023-01-31,968.71
293,6020529444,92376825,55304418,2023-02-11,1214.6,N,26132993,Tatum McGarahan,19/09/1942,7450115970,1875 Hanson Court,55304418,Basic,2023-01-31,968.71
295,5914208858,85924719,12680102,2023-02-11,1010.6,N,77963684,Edithe Griggs,18/10/1993,7400436640,19659 Tony Lane,12680102,Basic,2023-01-31,674.64
297,5934283340,32424424,78541427,2023-02-06,1751.6,N,57993685,Audrye Yarmouth,07/01/1937,7294196796,33 Banding Circle,78541427,Basic,2023-01-31,366.51
298,5946791915,57446648,24149353,2023-02-06,1201.1,N,42772846,Neda Sleaford,03/11/2003,7410547442,351 Division Street,24149353,Joint,2023-01-31,487.27
299,5976076416,97988499,52461586,2023-02-08,1026.8,N,38951641,Penny Skitt,02/06/1933,7990083087,572 Drewry Circle,52461586,Gold,2023-01-31,596.3
300,5990349416,25698177,59653557,2023-02-06,1524.9,N,19978668,Kellyann Lathom,14/09/1965,7109322093,24 Macpherson Street,59653557,Basic,2023-01-31,649.61
301,6023397263,93009261,12035637,2023-02-08,1169.6,N,14770865,Tomasine Treend,17/01/1942,7674822587,906 Vera Street,12035637,Gold,2023-01-31,461.35
302,7509646162,29631870,12035637,2023-02-02,1138.0,N,14770865,Tomasine Treend,17/01/1942,7674822587,906 Vera Street,12035637,Gold,2023-01-31,461.35
304,6080261693,93529019,54937975,2023-02-11,1507.4,N,91548641,Noemi Ravenscraft,29/04/1939,7388919183,7864 Crowley Crossing,54937975,Basic,2023-01-31,218.66
305,6088822880,27713909,59152169,2023-02-09,1160.0,N,37329529,Dwayne Boc,19/05/1960,7979396226,7 Kim Terrace,59152169,Basic,2023-01-31,148.6
306,6095910323,43338400,36551112,2023-02-14,2197.2,N,13639076,Hatti Bilverstone,18/07/1939,7443848042,47934 East Road,36551112,Joint,2023-01-31,976.02
307,7096571558,40507682,36551112,2023-02-14,1514.1,N,13639076,Hatti Bilverstone,18/07/1939,7443848042,47934 East Road,36551112,Joint,2023-01-31,976.02
308,6120688943,75468090,88926132,2023-02-13,2264.3,N,14706162,Anissa Tousy,01/02/1980,7298044839,8645 Washington Center,88926132,Gold,2023-01-31,275.1
309,6186639290,40374724,57790631,2023-02-14,1139.7,N,28145258,Bald Pesterfield,21/09/1994,7591095920,10680 Sundown Crossing,57790631,Basic,2023-01-31,893.46
310,6199332598,89905732,41170515,2023-02-10,1147.5,N,15970555,Dana Kenrack,09/10/1944,7102797795,35 Drewry Avenue,41170515,Basic,2023-01-31,713.46
311,6227762334,66175264,28142099,2023-02-10,1134.6,N,84176902,Brnaby Mackrill,01/08/1983,7620870297,5177 Kropf Way,28142099,Gold,2023-01-31,420.86
312,6282069041,63298193,24184530,2023-02-08,1360.9,N,25651109,Gates Slevin,10/12/1972,7334338009,9 Holmberg Alley,24184530,Joint,2023-01-31,37.87
314,6309655094,50276595,27415805,2023-02-06,1107.9,N,12646177,Amber Reicharz,08/02/1988,7425560370,33 Saint Paul Crossing,27415805,Basic,2023-01-31,902.28
315,6328472633,49216581,17301178,2023-02-07,1147.4,N,11893969,Cherey Edwardes,03/09/1985,7279335181,8 Old Shore Hill,17301178,Gold,2023-01-31,311.47
316,6377660596,19956941,74544582,2023-02-08,1010.6,N,81784295,Kelcey Rosenhaupt,16/12/1980,7546294865,4456 Farwell Pass,74544582,Basic,2023-01-31,407.96
317,6391282196,18133554,47414258,2023-02-07,1277.4,N,57803449,Dolley Shellibeer,02/02/1959,7334199920,4721 American Avenue,47414258,Basic,2023-01-31,900.7
318,6420230608,97258853,23045208,2023-02-02,1157.4,N,99152626,Sheff Crowder,15/07/1950,7657988807,979 Londonderry Pass,23045208,Gold,2023-01-31,359.49
319,6437150580,50219545,48075275,2023-02-14,1209.0,N,57981876,Archy Putson,23/08/1965,7563673747,8 Mosinee Road,48075275,Basic,2023-01-31,881.31
320,6437426330,26109213,71868471,2023-02-05,1315.1,N,21542668,Lanae Lutas,07/09/1938,7655940959,5 Myrtle Trail,71868471,Basic,2023-01-31,474.32
322,6474019611,63746530,43616790,2023-02-09,1705.6,N,99599289,Jean Arthur,10/11/1957,7521843952,64 Duke Terrace,43616790,Gold,2023-01-31,365.67
323,6506779748,82259327,68484031,2023-02-05,1463.6,N,93396506,Tine Barnet,13/02/1952,7131680793,12016 Lotheville Pass,68484031,Basic,2023-01-31,853.99
324,6510708876,84070285,85344981,2023-02-12,1128.7,N,32097429,Krishnah McColm,03/05/1945,7123765935,65 Lakewood Gardens Terrace,85344981,Basic,2023-01-31,874.46
325,6541213046,29039134,64402841,2023-02-12,1411.1,N,87308766,Rowney Pepin,16/02/1949,7841846726,971 Homewood Drive,64402841,Basic,2023-01-31,751.76
326,6568574511,54301151,78395863,2023-02-12,1619.3,N,43120555,Martynne Leversha,06/11/1989,7109047769,81 Algoma Crossing,78395863,Gold,2023-01-31,458.24
327,6572965856,48081999,96227490,2023-02-12,1291.9,N,88720740,Catherina Benson,13/02/1932,7303372399,19 Bunker Hill Alley,96227490,Gold,2023-01-31,242.11
328,6575815251,26632358,77554032,2023-02-07,1029.9,N,88425247,Randi Rubinivitz,27/03/1979,7367414287,14 Rigney Crossing,77554032,Gold,2023-01-31,646.5
329,6590433992,16026987,42340050,2023-02-13,1678.8,N,61687744,Adorne Petworth,24/03/1945,7461742489,45955 Darwin Lane,42340050,Basic,2023-01-31,935.61
330,6596515745,16124993,73983591,2023-02-08,1668.5,N,68617317,Rube Blacket,10/05/1992,7527198701,63 Division Crossing,73983591,Basic,2023-01-31,292.39
331,6596987310,33915504,67561762,2023-02-11,1136.3,N,59474952,Normand Ginty,05/04/1952,7197800109,76877 Brown Avenue,67561762,Basic,2023-01-31,469.23
332,6643142997,11882775,84746166,2023-02-09,1202.9,N,76534206,Wainwright Cinnamond,01/12/1961,7105816352,8514 East Drive,84746166,Gold,2023-01-31,806.73
334,6666668774,68973836,84188877,2023-02-11,1273.1,N,74717793,Milly McCullogh,23/07/1966,7311953078,6491 Northview Junction,84188877,Basic,2023-01-31,624.29
335,8896546893,18718399,84188877,2023-02-10,1800.7,N,74717793,Milly McCullogh,23/07/1966,7311953078,6491 Northview Junction,84188877,Basic,2023-01-31,624.29
336,6692625831,28811285,94677908,2023-02-12,1534.6,N,29459094,Bonnibelle Filpi,07/05/1969,7949922939,9182 Gale Trail,94677908,Gold,2023-01-31,343.33
337,6709818918,33470885,23962863,2023-02-07,1676.4,N,19070345,Alika Daspar,22/07/1997,7720985909,30 Meadow Ridge Lane,23962863,Basic,2023-01-31,307.07
338,6719011871,30672740,39402264,2023-02-11,1949.6,N,73519658,Sauncho Moland,29/07/1984,7279287444,56 Vermont Park,39402264,Gold,2023-01-31,993.04
339,6732430556,60114464,11846043,2023-02-10,1640.4,N,21844263,Harrietta McIlwrath,12/05/1971,7319685775,88637 Rutledge Point,11846043,Basic,2023-01-31,915.59
343,6895088164,45021115,96401230,2023-02-11,1813.6,N,66935248,Ursuline Doerrling,24/03/1962,7892880079,45299 Corscot Center,96401230,Basic,2023-01-31,21.44
344,6907266245,68198696,91349198,2023-02-12,1149.0,N,29615078,Sapphire Garry,27/02/1999,7313061573,51239 Dunning Trail,91349198,Gold,2023-01-31,669.58
345,6911274516,85496714,75747094,2023-02-12,1314.3,N,80601641,Edith Carmen,23/12/2000,7384976565,61 Hansons Park,75747094,Basic,2023-01-31,289.48
347,6955368524,82764940,54589543,2023-02-02,1117.0,N,38862266,Dorie Dehn,21/09/2003,7933456967,31 Farragut Place,54589543,Gold,2023-01-31,817.51
348,6977551879,13197335,51718829,2023-02-09,1043.8,N,76945325,Allister Cheal,30/09/1976,7778730139,15350 Sullivan Trail,51718829,Gold,2023-01-31,260.45
350,6998049056,66706067,59135815,2023-02-10,1202.5,N,17893118,Vivianna Pennycord,19/04/1965,7465002233,252 Monument Junction,59135815,Basic,2023-01-31,240.6
352,7087580108,44317934,78296743,2023-02-01,1888.2,N,63537200,Silvain Gypson,17/02/1989,7180030696,366 Hagan Drive,78296743,Gold,2023-01-31,406.97
353,7092608562,14397662,86941058,2023-02-08,1800.8,N,72060494,Hew Le Noury,12/02/1931,7111281452,2 Linden Avenue,86941058,Gold,2023-01-31,337.99
354,7092708192,88551691,85940057,2023-02-05,1136.4,N,46366084,Luce Hemphrey,11/04/1991,7531937123,55 Ilene Terrace,85940057,Gold,2023-01-31,521.37
355,7112744326,54541943,11438427,2023-02-08,1686.0,N,12807209,Lora Umpleby,03/04/1952,7470603316,953 Pierstorff Court,11438427,Basic,2023-01-31,484.08
356,7178801352,44242297,44145489,2023-02-12,1003.7,N,37020061,Meier Kerfut,13/02/1998,7282817564,2587 Rieder Parkway,44145489,Gold,2023-01-31,635.75
357,7180602892,64769583,40189934,2023-02-04,1705.8,N,80955918,Jaquelyn Cortin,25/10/1976,7933791829,9 Roth Junction,40189934,Gold,2023-01-31,804.21
358,7182478331,55986093,96278865,2023-02-07,1298.9,N,49970097,Thornie Cornils,18/08/1934,7547699186,77 Elmside Terrace,96278865,Gold,2023-01-31,930.45
359,7185989434,75134291,59705091,2023-02-11,1677.5,N,72072902,Benedicta Pandya,25/09/1951,7103973839,95610 Memorial Street,59705091,Gold,2023-01-31,631.05
360,7250445162,87967388,15732629,2023-02-13,1393.1,N,25018182,Wyatan Stenbridge,27/01/1934,7112036766,9 Waxwing Lane,15732629,Basic,2023-01-31,975.81
361,7254890195,17024652,67911201,2023-02-09,1558.7,N,80857670,Lucienne Mowsdell,09/07/1958,7991778658,60633 Anzinger Drive,67911201,Basic,2023-01-31,762.17
362,7259250836,19956941,65220738,2023-02-03,1121.6,N,31920720,Alix Rawling,11/04/1949,7860665629,9145 Petterle Street,65220738,Basic,2023-01-31,873.56
363,7564360178,98620342,65220738,2023-02-05,1533.5,N,31920720,Alix Rawling,11/04/1949,7860665629,9145 Petterle Street,65220738,Basic,2023-01-31,873.56
364,7273869791,19686460,30112323,2023-02-08,1379.8,N,32226966,Flynn Largen,30/09/1993,7888467488,9 Magdeline Alley,30112323,Joint,2023-01-31,519.73
365,7293949189,93564856,58216756,2023-02-12,1690.9,N,13012723,Samara Dreossi,27/08/1940,7308649451,9712 Katie Junction,58216756,Basic,2023-01-31,642.13
366,7335798604,15793232,68483071,2023-02-05,1580.8,N,64252861,Bendicty Skipping,10/04/1965,7949590159,27675 Talisman Junction,68483071,Gold,2023-01-31,25.88
367,9596601547,22137086,68483071,2023-02-04,2122.7,N,64252861,Bendicty Skipping,10/04/1965,7949590159,27675 Talisman Junction,68483071,Gold,2023-01-31,25.88
368,7362541414,26375186,58720727,2023-02-14,1650.9,N,31882285,Minda Ewols,22/08/1989,7456143918,80437 Farmco Court,58720727,Gold,2023-01-31,471.56
370,7411217719,78362587,54288062,2023-02-04,1266.4,N,68699676,Ardelle Lazar,20/09/1938,7407503871,43221 Spaight Place,54288062,Basic,2023-01-31,336.75
371,7413234025,28822117,26888158,2023-02-05,1022.3,N,76785724,Arlie Bruneton,23/03/1942,7453783238,981 Bay Alley,26888158,Basic,2023-01-31,473.02
372,7429340245,95993993,55168205,2023-02-14,1137.7,N,69619118,Sunny Wyllis,25/08/1956,7480760286,2 Hanover Way,55168205,Basic,2023-01-31,578.4
373,7433054391,44358901,85874418,2023-02-08,1805.6,N,52144670,Barr Blazy,18/03/1958,7184540087,97 Dunning Trail,85874418,Gold,2023-01-31,151.83
374,7447043141,52203356,83530541,2023-02-08,1316.4,N,40898819,Lind Mickelwright,12/12/1972,7478747011,4391 Amoth Center,83530541,Gold,2023-01-31,630.6
375,7467124287,92340721,49039474,2023-02-05,1168.4,N,17037391,Junie Maydway,20/11/1956,7396627499,66 Ludington Alley,49039474,Gold,2023-01-31,574.7
376,7901964278,99685765,49039474,2023-02-11,1815.0,N,17037391,Junie Maydway,20/11/1956,7396627499,66 Ludington Alley,49039474,Gold,2023-01-31,574.7
378,7532678911,45816894,66706067,2023-02-08,1006.9,N,75490620,Leilah Godfroy,14/01/1956,7801392491,18 Loftsgordon Crossing,66706067,Gold,2023-01-31,1.98
379,7547139418,45688415,34400277,2023-02-01,1393.7,N,25267812,Joscelin Ferraresi,13/03/2003,7127250410,715 Bay Circle,34400277,Gold,2023-01-31,207.59
380,7719095529,66257438,59238438,2023-02-12,1799.2,N,87088344,Jehanna Sprakes,31/10/1975,7140498765,9636 Michigan Junction,59238438,Gold,2023-01-31,105.1
381,7747292902,85559926,33470885,2023-02-12,1071.4,N,26051326,Saunderson Torrance,11/05/1975,7196424619,68959 Banding Drive,33470885,Basic,2023-01-31,531.96
382,7810071076,85940057,92750088,2023-02-01,1069.7,N,65198894,Roslyn Macconaghy,18/08/1995,7555458493,60662 Eagan Lane,92750088,Gold,2023-01-31,560.4
383,7834529188,82115900,71643841,2023-02-14,1308.6,N,31915563,Ange Stoneham,11/05/1933,7205592453,24728 Emmet Lane,71643841,Gold,2023-01-31,232.5
384,7893312475,33527603,74441123,2023-02-13,1154.7,N,70613921,Sebastien Cahn,01/03/2002,7110855146,16412 Pennsylvania Point,74441123,Gold,2023-01-31,833.24
385,7898967763,47091705,82314789,2023-02-09,1340.1,N,32672743,Carrie Agdahl,01/11/1944,7526689864,890 Sutteridge Court,82314789,Basic,2023-01-31,735.77
386,7904620219,34866268,59455653,2023-02-12,1261.7,N,53605869,Zarah Johananoff,12/05/1964,7898432354,5273 Manufacturers Way,59455653,Gold,2023-01-31,4.64
387,7917784223,24123707,35506101,2023-02-09,1386.8,N,39867567,Adrianne Pree,26/02/1995,7549505592,939 Sugar Hill,35506101,Gold,2023-01-31,713.65
388,7930068617,29303323,91576212,2023-02-09,1301.5,N,66781568,Yankee Duffill,12/12/1971,7849849545,8 Anniversary Alley,91576212,Basic,2023-01-31,824.71
389,7934676808,69664627,10243581,2023-02-12,1482.9,N,84620072,Kalvin Duetschens,27/03/1965,7727619510,19032 Duke Parkway,10243581,Gold,2023-01-31,104.27
390,7942566005,15100785,98237008,2023-02-09,1038.5,N,91129635,Cathie Matelyunas,16/01/1985,7609240164,210 Kennedy Center,98237008,Gold,2023-01-31,437.26
391,7953628902,81267006,83003822,2023-02-10,1430.6,N,30667689,Paulie Gofton,04/12/1957,7504506285,40 Oak Circle,83003822,Basic,2023-01-31,286.54
392,7972782466,73642628,21694967,2023-02-06,1042.0,N,16928386,Hadleigh Dabling,28/09/1951,7756723892,4438 Cherokee Terrace,21694967,Basic,2023-01-31,90.13
393,7977048825,46215382,52911248,2023-02-10,2084.1,N,94153619,Port Berrycloth,04/10/1982,7614724836,3 5th Drive,52911248,Gold,2023-01-31,430.16
394,7999582050,97258853,97983552,2023-02-06,1912.9,N,75056893,Hillier Pressdee,08/11/1962,7882084471,1 Pawling Lane,97983552,Gold,2023-01-31,584.92
395,8003487307,95710324,59663741,2023-02-10,1484.2,N,37852798,Franciskus Scimoni,23/12/1989,7159541292,929 Bowman Center,59663741,Basic,2023-01-31,642.86
396,8011320084,51198722,42783101,2023-02-07,1035.2,N,21705549,Gannie Mustill,23/06/1959,7701932569,9 Schlimgen Terrace,42783101,Gold,2023-01-31,289.82
398,8036664046,15258886,50024545,2023-02-11,1733.6,N,59708744,Cleon Britten,02/03/1980,7783295918,926 Garrison Court,50024545,Basic,2023-01-31,867.21
