Account Number,Balance Date,Transaction Value,Balance
31830289,2023-02-14,201.77,908.14
31873155,2023-01-31,,351.03
31873155,2023-02-02,27.44,378.46999999999997
31873155,2023-02-02,-123.2,255.26999999999998
31873155,2023-02-04,214.78,470.04999999999995
31873155,2023-02-06,-107.54,362.50999999999993
31873155,2023-02-08,-176.94,185.56999999999994
31873155,2023-02-11,111.88,297.44999999999993
31873155,2023-02-12,-9.9,287.54999999999995
31957459,2023-01-31,,758.69
31957459,2023-02-01,98.52,857.21
31957459,2023-02-03,89.23,946.44
31957459,2023-02-03,67.03,1013.47
31957459,2023-02-03,-113.46,900.0100000000001
31957459,2023-02-06,-104.66,795.35
31957459,2023-02-08,10.58,805.9300000000001
31957459,2023-02-08,-92.54,713.3900000000001
31957459,2023-02-10,-97.29,616.1
31978646,2023-01-31,,393.51
31978646,2023-02-05,-172.62,220.89
31978646,2023-02-06,189.18,410.07
31978646,2023-02-09,-50.02,360.05
31978646,2023-02-10,89.99,450.03999999999996
31978646,2023-02-11,112.56,562.6
32019304,2023-01-31,,961.49
32019304,2023-02-01,156.79,1118.28
32019304,2023-02-01,-200.4,917.88
32019304,2023-02-02,109.57,1027.45
32019304,2023-02-08,83.96,1111.41
32019304,2023-02-10,32.99,1144.4
32019304,2023-02-11,-109.66,1034.74
32019304,2023-02-13,98.9,1133.6399999999999
32084810,2023-01-31,,610.7
32084810,2023-02-02,-167.22,443.48
32084810,2023-02-03,-124.8,318.68000000000006
32084810,2023-02-05,-23.02,295.66
32084810,2023-02-06,-16.67,278.99000000000007
32084810,2023-02-08,-67.6,211.39000000000004
32084810,2023-02-12,-67.02,144.37000000000006
32092491,2023-01-31,,51.82
32092491,2023-02-01,126.01,177.83
32092491,2023-02-02,101.15,278.98
32092491,2023-02-03,48.48,327.46
32092491,2023-02-07,186.23,513.69
32092491,2023-02-09,65.15,578.84
32092491,2023-02-10,400.1,978.94
32092491,2023-02-14,-137.92,841.0200000000001
32092491,2023-02-14,-349.1,491.9200000000001
32092491,2023-02-14,-1401.8,-909.8799999999999
32109414,2023-01-31,,967.31
32109414,2023-02-01,116.27,1083.58
32109414,2023-02-05,-119.48,964.0999999999999
32109414,2023-02-12,62.68,1026.78
32109414,2023-02-13,-109.06,917.7199999999999
32131123,2023-01-31,,758.69
32131123,2023-02-04,16.51,775.2
32131123,2023-02-10,-96.17,679.0300000000001
32131123,2023-02-11,-132.94,546.09
32192958,2023-01-31,,209.37
32192958,2023-02-02,157.41,366.78
32192958,2023-02-05,1625.6,1992.3799999999999
32192958,2023-02-05,-139.75,1852.6299999999999
32192958,2023-02-07,43.86,1896.4899999999998
32192958,2023-02-11,148.04,2044.5299999999997
32192958,2023-02-13,-52.19,1992.34
32192958,2023-02-13,-1132.5,859.8399999999999
32221529,2023-01-31,,887.75
32221529,2023-02-06,120.6,1008.35
32221529,2023-02-06,114.11,1122.46
32221529,2023-02-07,120.64,1243.1
32221529,2023-02-08,-48.19,1194.91
32221529,2023-02-10,108.57,1303.48
32221529,2023-02-11,45.67,1349.15
32221529,2023-02-13,102.23,1451.38
32221529,2023-02-13,-70.3,1381.08
32221652,2023-01-31,,36.96
32221652,2023-02-01,-1089.6,-1052.6399999999999
32221652,2023-02-01,-1820.3,-2872.9399999999996
32221652,2023-02-06,32.37,-2840.5699999999997
32221652,2023-02-06,-92.29,-2932.8599999999997
32221652,2023-02-07,591.2,-2341.66
32221652,2023-02-08,-178.49,-2520.1499999999996
32261620,2023-01-31,,55.43
32261620,2023-02-01,787.2,842.63
32261620,2023-02-02,179.4,1022.03
32261620,2023-02-02,91.97,1114.0
32261620,2023-02-03,126.64,1240.64
32261620,2023-02-11,143.78,1384.42
32261620,2023-02-13,-151.84,1232.58
32261620,2023-02-13,-157.9,1074.68
32275676,2023-01-31,,889.61
32275676,2023-02-03,70.29,959.9
32275676,2023-02-07,-173.35,786.55
32275676,2023-02-09,119.17,905.72
32275676,2023-02-14,70.03,975.75
32308270,2023-01-31,,976.53
32308270,2023-02-03,139.16,1115.69
32308270,2023-02-05,-62.56,1053.1299999999999
32308270,2023-02-09,11.67,1064.8
32308270,2023-02-09,-1060.0,4.7999999999999545
32312381,2023-01-31,,742.85
32312381,2023-02-01,-96.77,646.08
32312381,2023-02-11,134.09,780.1700000000001
32312410,2023-01-31,,817.47
32312410,2023-02-04,-89.58,727.89
32370392,2023-01-31,,369.09
32370392,2023-02-04,67.93,437.02
32370392,2023-02-05,167.18,604.2
32370392,2023-02-06,64.83,669.03
32370392,2023-02-10,-133.46,535.5699999999999
32370392,2023-02-12,-71.93,463.64
32386770,2023-01-31,,639.45
32386770,2023-02-01,-56.55,582.9000000000001
32386770,2023-02-02,101.46,684.36
32386770,2023-02-03,716.6,1400.96
32386770,2023-02-03,-3.65,1397.31
32386770,2023-02-05,1131.8,2529.1099999999997
32386770,2023-02-06,72.25,2601.3599999999997
32386770,2023-02-07,118.34,2719.7
32386770,2023-02-07,-51.11,2668.5899999999997
32386770,2023-02-11,178.01,2846.6
32386770,2023-02-14,134.52,2981.12
32390015,2023-01-31,,529.35
32390015,2023-02-02,-147.44,381.91
32390015,2023-02-04,-117.79,264.12
32390015,2023-02-07,-83.34,180.78000000000003
32390015,2023-02-08,-96.43,84.35000000000001
32390015,2023-02-09,157.13,241.48000000000002
32390015,2023-02-12,88.41,329.89
32390015,2023-02-13,-80.09,249.8
32390015,2023-02-13,-173.36,76.44
32390015,2023-02-14,137.37,213.81
32400822,2023-01-31,,987.34
32400822,2023-02-08,-1808.4,-821.0600000000001
32400822,2023-02-12,183.41,-637.6500000000001
32400822,2023-02-14,-136.49,-774.1400000000001
32408166,2023-01-31,,261.63
32408166,2023-02-01,-65.12,196.51
32408166,2023-02-01,-670.1,-473.59000000000003
32408166,2023-02-02,62.78,-410.81000000000006
32408166,2023-02-05,81.05,-329.76000000000005
32408166,2023-02-05,-113.82,-443.58000000000004
32408166,2023-02-06,-122.96,-566.54
32408166,2023-02-11,173.97,-392.57000000000005
32408166,2023-02-13,82.89,-309.68
32424424,2023-01-31,,848.04
32424424,2023-02-06,1751.6,2599.64
32424424,2023-02-07,155.69,2755.33
32424424,2023-02-08,-53.13,2702.2
32424424,2023-02-08,-106.62,2595.58
32424424,2023-02-12,-160.33,2435.25
32424424,2023-02-13,91.78,2527.0299999999997
32474004,2023-01-31,,509.41
32474004,2023-02-05,-78.96,430.45000000000005
32474004,2023-02-06,-116.91,313.54
32474004,2023-02-08,4.84,318.38000000000005
32474004,2023-02-09,106.38,424.76000000000005
32476086,2023-01-31,,67.66
32476086,2023-02-06,55.3,122.96
32476086,2023-02-09,115.75,238.70999999999998
32476086,2023-02-10,137.56,376.27
32476086,2023-02-12,127.6,503.87
32476086,2023-02-14,908.4,1412.27
32597705,2023-01-31,,869.89
32597705,2023-02-03,-125.04,744.85
32597705,2023-02-03,-172.24,572.6099999999999
32597705,2023-02-06,-76.6,496.01
32597705,2023-02-08,175.42,671.43
32597705,2023-02-12,-90.34,581.0899999999999
32597705,2023-02-13,-111.43,469.65999999999997
32641357,2023-01-31,,12.39
32641357,2023-02-03,-16.93,-4.539999999999999
32641357,2023-02-04,119.25,114.71000000000001
32641357,2023-02-04,-94.62,20.090000000000003
32641357,2023-02-08,-693.0,-672.91
32641357,2023-02-09,-46.37,-719.28
32679915,2023-01-31,,841.31
32679915,2023-02-02,-161.91,679.4
32679915,2023-02-03,-109.86,569.54
32679915,2023-02-06,154.3,723.8399999999999
32737909,2023-01-31,,744.1
32737909,2023-02-01,99.52,843.62
32737909,2023-02-02,140.27,983.8900000000001
32737909,2023-02-03,37.02,1020.9100000000001
32737909,2023-02-04,53.51,1074.42
32737909,2023-02-07,-57.25,1017.1700000000001
32737909,2023-02-09,112.93,1130.1000000000001
32737909,2023-02-10,57.63,1187.73
32737909,2023-02-13,-375.1,812.6300000000001
32803222,2023-01-31,,827.92
32803222,2023-02-01,-80.92,747.0
32803222,2023-02-10,63.87,810.87
32803222,2023-02-11,142.41,953.28
32803222,2023-02-12,9.9,963.18
32803222,2023-02-13,96.06,1059.24
32803222,2023-02-14,56.66,1115.8999999999999
32824719,2023-01-31,,502.37
32824719,2023-02-01,-9.8,492.57
32824719,2023-02-10,179.1,671.67
32824719,2023-02-11,-110.41,561.26
32888555,2023-01-31,,781.33
32888555,2023-02-03,76.11,857.44
32888555,2023-02-05,-74.16,783.2800000000001
32888555,2023-02-06,1161.4,1944.6800000000003
32888555,2023-02-06,-96.15,1848.5300000000002
32888555,2023-02-09,-179.26,1669.2700000000002
32888555,2023-02-11,-42.9,1626.3700000000003
32888555,2023-02-12,169.36,1795.7300000000002
32888555,2023-02-14,207.36,2003.0900000000004
32930305,2023-01-31,,49.71
32930305,2023-02-05,151.29,201.0
32930305,2023-02-08,-209.73,-8.72999999999999
32930305,2023-02-11,73.61,64.88000000000001
32930305,2023-02-12,-183.73,-118.84999999999998
32934183,2023-01-31,,917.81
32934183,2023-02-03,-886.3,31.50999999999999
32934183,2023-02-07,-65.97,-34.46000000000001
32934183,2023-02-11,55.38,20.919999999999995
32973728,2023-01-31,,321.03
32973728,2023-02-06,54.71,375.73999999999995
32973728,2023-02-08,-104.18,271.55999999999995
32973728,2023-02-13,131.36,402.91999999999996
32991596,2023-01-31,,755.92
32991596,2023-02-01,166.48,922.4
32991596,2023-02-05,65.54,987.9399999999999
32991596,2023-02-07,162.11,1150.05
32991596,2023-02-09,118.82,1268.87
32991596,2023-02-11,1851.4,3120.27
32991596,2023-02-11,-147.54,2972.73
32991596,2023-02-11,-158.64,2814.09
33014501,2023-01-31,,454.35
33014501,2023-02-03,-68.85,385.5
33014501,2023-02-03,-84.12,301.38
33014501,2023-02-04,129.64,431.02
33014501,2023-02-04,85.27,516.29
33014501,2023-02-05,-80.26,436.03
33014501,2023-02-09,77.66,513.69
33014501,2023-02-13,152.83,666.52
33014501,2023-02-13,-135.78,530.74
33112628,2023-01-31,,879.2
33112628,2023-02-02,196.6,1075.8
33112628,2023-02-04,245.23,1321.03
33112628,2023-02-05,133.1,1454.13
33112628,2023-02-06,-75.81,1378.32
33112628,2023-02-10,99.53,1477.85
33112628,2023-02-11,-123.24,1354.6100000000001
33112628,2023-02-12,84.07,1438.68
33112628,2023-02-13,117.35,1556.03
33116647,2023-01-31,,391.76
33116647,2023-02-04,68.44,460.2
33116647,2023-02-05,-60.9,399.3
33116647,2023-02-06,-136.49,262.80999999999995
33116647,2023-02-06,-1095.4,-832.5900000000001
33116647,2023-02-09,78.1,-754.4900000000001
33116647,2023-02-09,-58.09,-812.5800000000002
33116647,2023-02-13,31.07,-781.5100000000001
33116647,2023-02-14,-60.92,-842.4300000000002
33159039,2023-01-31,,100.51
33159039,2023-02-01,-240.2,-139.69
33159039,2023-02-05,-126.51,-266.2
33159039,2023-02-05,-143.3,-409.5
33159039,2023-02-12,-94.36,-503.86
33168725,2023-01-31,,211.44
33168725,2023-02-01,88.65,300.09000000000003
33168725,2023-02-03,-110.05,190.04000000000002
33168725,2023-02-04,-262.0,-71.95999999999998
33168725,2023-02-10,-99.53,-171.48999999999998
33168725,2023-02-14,-123.42,-294.90999999999997
33173974,2023-01-31,,94.47
33173974,2023-02-02,88.57,183.04
33173974,2023-02-04,51.84,234.88
33173974,2023-02-05,-106.32,128.56
33173974,2023-02-06,-98.92,29.64
33173974,2023-02-07,134.59,164.23000000000002
33173974,2023-02-08,-160.1,4.1299999999999955
33173974,2023-02-10,162.36,166.49
33173974,2023-02-13,69.55,236.04000000000002
33173974,2023-02-13,-201.95,34.09000000000003
33202593,2023-01-31,,329.25
33202593,2023-02-09,-191.29,137.96
33240853,2023-01-31,,985.46
33240853,2023-02-01,-120.69,864.77
33240853,2023-02-07,1429.1,2293.87
33240853,2023-02-09,-938.3,1355.57
33240853,2023-02-11,1318.1,2673.67
33240853,2023-02-13,86.25,2759.92
33240853,2023-02-14,-77.21,2682.71
33259781,2023-01-31,,923.18
33259781,2023-02-01,-93.43,829.75
33259781,2023-02-05,65.57,895.3199999999999
33259781,2023-02-07,66.88,962.1999999999999
33259781,2023-02-08,-149.64,812.56
33259781,2023-02-09,912.8,1725.36
33259781,2023-02-10,-150.39,1574.9699999999998
33259781,2023-02-12,841.7,2416.67
33259781,2023-02-12,93.57,2510.24
33259781,2023-02-14,66.29,2576.5299999999997
33259781,2023-02-14,-87.23,2489.3
33270307,2023-01-31,,38.51
33270307,2023-02-02,-120.61,-82.1
33270307,2023-02-04,32.62,-49.48000000000001
33270307,2023-02-06,-116.99,-166.47
33270307,2023-02-12,110.81,-55.66000000000001
33270307,2023-02-14,1376.0,1320.34
33348876,2023-01-31,,267.33
33348876,2023-02-02,-40.94,226.39
33348876,2023-02-05,60.35,286.74
33348876,2023-02-07,111.26,398.0
33348876,2023-02-07,99.21,497.21
33348876,2023-02-08,-217.58,279.63
33348876,2023-02-09,-153.45,126.18
33351056,2023-01-31,,597.06
33351056,2023-02-02,-142.28,454.78
33351056,2023-02-03,769.3,1224.08
33351056,2023-02-03,208.28,1432.36
33351056,2023-02-03,179.13,1611.49
33351056,2023-02-07,90.26,1701.75
33351056,2023-02-10,-89.98,1611.77
33351056,2023-02-13,84.2,1695.97
33381880,2023-01-31,,682.27
33381880,2023-02-04,58.31,740.5799999999999
33381880,2023-02-04,-97.06,643.52
33381880,2023-02-07,75.46,718.98
33381880,2023-02-08,-168.29,550.69
33381880,2023-02-11,-172.57,378.12
33381880,2023-02-12,131.34,509.46000000000004
33381880,2023-02-14,73.4,582.86
33403100,2023-01-31,,270.23
33403100,2023-02-11,-110.28,159.95000000000002
33414190,2023-01-31,,204.38
33414190,2023-02-04,63.54,267.92
33414190,2023-02-07,-29.79,238.13
33414190,2023-02-11,60.37,298.5
33414190,2023-02-13,-150.38,148.12
33424425,2023-01-31,,23.18
33424425,2023-02-01,-54.7,-31.520000000000003
33424425,2023-02-02,108.46,76.94
33424425,2023-02-04,578.6,655.54
33424425,2023-02-04,45.45,700.9900000000001
33424425,2023-02-07,-39.59,661.4000000000001
33424425,2023-02-13,76.04,737.44
33470885,2023-01-31,,531.96
33470885,2023-02-02,181.56,713.52
33470885,2023-02-03,-75.66,637.86
33470885,2023-02-03,-107.9,529.96
33470885,2023-02-05,-70.44,459.52000000000004
33470885,2023-02-07,1676.4,2135.92
33470885,2023-02-12,-1071.4,1064.52
33470885,2023-02-13,61.95,1126.47
33470885,2023-02-14,145.06,1271.53
33505838,2023-01-31,,76.39
33505838,2023-02-05,54.53,130.92000000000002
33505838,2023-02-06,135.81,266.73
33505838,2023-02-07,-73.26,193.47000000000003
33505838,2023-02-07,-77.96,115.51000000000002
33505838,2023-02-08,87.34,202.85000000000002
33505838,2023-02-14,-93.12,109.73000000000002
33527603,2023-01-31,,413.42
33527603,2023-02-10,-123.66,289.76
33527603,2023-02-10,-504.8,-215.03999999999996
33527603,2023-02-11,-95.27,-310.30999999999995
33527603,2023-02-12,94.05,-216.25999999999996
33527603,2023-02-13,1154.7,938.44
33527759,2023-01-31,,245.55
33527759,2023-02-06,-100.9,144.65
33527759,2023-02-11,-792.4,-647.75
33561341,2023-01-31,,749.16
33561341,2023-02-01,102.31,851.47
33561341,2023-02-05,17.25,868.72
33561341,2023-02-09,114.45,983.17
33632099,2023-01-31,,943.81
33632099,2023-02-04,-1398.7,-454.8900000000001
33632099,2023-02-05,-34.76,-489.6500000000001
33632099,2023-02-10,88.72,-400.93000000000006
33632099,2023-02-10,-83.51,-484.4400000000001
33632099,2023-02-11,1991.3,1506.86
33632099,2023-02-12,1955.6,3462.46
33632099,2023-02-13,54.59,3517.0499999999997
33632099,2023-02-13,-1370.1,2146.95
33632099,2023-02-14,-57.83,2089.12
33634912,2023-01-31,,888.99
33634912,2023-02-02,-49.76,839.23
33634912,2023-02-04,26.48,865.71
33634912,2023-02-04,-109.08,756.63
33634912,2023-02-06,11.61,768.24
33634912,2023-02-10,-141.06,627.1800000000001
33634912,2023-02-13,61.34,688.52
33634912,2023-02-13,-118.83,569.69
33634912,2023-02-13,-151.76,417.93
33634912,2023-02-14,-163.34,254.59
33749113,2023-01-31,,590.37
33749113,2023-02-03,-144.98,445.39
33749113,2023-02-05,-102.17,343.22
33749113,2023-02-07,-122.02,221.20000000000002
33749113,2023-02-12,126.93,348.13
33749113,2023-02-12,-122.81,225.32000000000002
33749812,2023-01-31,,121.02
33749812,2023-02-02,50.83,171.85
33749812,2023-02-03,-78.92,92.92999999999999
33749812,2023-02-04,-39.76,53.169999999999995
33749812,2023-02-04,-957.5,-904.33
33749812,2023-02-05,110.07,-794.26
33749812,2023-02-06,100.8,-693.46
33750944,2023-01-31,,100.44
33750944,2023-02-05,-138.66,-38.22
33750944,2023-02-14,120.83,82.61
33771855,2023-01-31,,886.78
33771855,2023-02-01,153.65,1040.43
33771855,2023-02-01,-527.1,513.3299999999999
33771855,2023-02-05,-230.5,282.8299999999999
33771855,2023-02-09,26.32,309.1499999999999
33771855,2023-02-11,-203.67,105.47999999999993
33771855,2023-02-13,45.56,151.03999999999994
33806253,2023-01-31,,847.44
33806253,2023-02-01,151.18,998.6200000000001
33806253,2023-02-05,-144.63,853.99
33806253,2023-02-06,-110.47,743.5200000000001
33806253,2023-02-09,-87.02,656.5000000000001
33806253,2023-02-10,139.76,796.26
33832864,2023-01-31,,46.85
33832864,2023-02-02,-109.28,-62.43
33832864,2023-02-03,-128.62,-191.05
33832864,2023-02-06,-1743.5,-1934.55
33832864,2023-02-13,123.05,-1811.5
33906740,2023-01-31,,820.46
33906740,2023-02-01,-67.52,752.94
33906740,2023-02-02,-701.1,51.84000000000003
33906740,2023-02-04,-46.49,5.35000000000003
33906740,2023-02-04,-62.69,-57.33999999999997
33906740,2023-02-10,-747.3,-804.6399999999999
33906740,2023-02-11,105.46,-699.1799999999998
33906740,2023-02-12,-24.74,-723.9199999999998
33906740,2023-02-14,147.38,-576.5399999999998
33914941,2023-01-31,,665.9
33914941,2023-02-01,-160.48,505.41999999999996
33914941,2023-02-03,-105.07,400.35
33914941,2023-02-05,-142.97,257.38
33914941,2023-02-06,-54.05,203.32999999999998
33915504,2023-01-31,,742.98
33915504,2023-02-07,134.62,877.6
33915504,2023-02-10,-712.2,165.39999999999998
33915504,2023-02-11,1136.3,1301.6999999999998
33915504,2023-02-11,-78.32,1223.38
33915504,2023-02-12,-108.16,1115.22
33915504,2023-02-13,124.44,1239.66
33915504,2023-02-14,-50.82,1188.8400000000001
33915504,2023-02-14,-2237.0,-1048.1599999999999
33967237,2023-01-31,,324.8
33967237,2023-02-01,142.15,466.95000000000005
33967237,2023-02-03,152.86,619.8100000000001
33967237,2023-02-04,108.21,728.02
33967237,2023-02-04,-87.08,640.94
33967237,2023-02-07,53.6,694.5400000000001
33967237,2023-02-13,-65.9,628.64
33967237,2023-02-14,-66.68,561.96
34017695,2023-01-31,,672.46
34017695,2023-02-01,79.2,751.6600000000001
34017695,2023-02-04,-73.93,677.73
34017695,2023-02-05,-36.56,641.1700000000001
34017695,2023-02-07,-218.5,422.67
34017695,2023-02-08,-67.49,355.18
34017695,2023-02-13,148.43,503.61
34017695,2023-02-13,-144.46,359.15
34017695,2023-02-13,-1756.0,-1396.85
34017695,2023-02-14,150.24,-1246.61
34017695,2023-02-14,-2002.7,-3249.31
34027487,2023-01-31,,54.87
34027487,2023-02-02,-56.02,-1.1500000000000057
34027487,2023-02-07,-192.3,-193.45000000000002
34027487,2023-02-10,123.94,-69.51000000000002
34027487,2023-02-11,-43.17,-112.68000000000002
34027487,2023-02-12,57.16,-55.520000000000024
34027487,2023-02-13,144.25,88.72999999999998
34027487,2023-02-14,101.1,189.82999999999998
34112514,2023-01-31,,974.1
34112514,2023-02-12,-123.24,850.86
34128127,2023-01-31,,275.83
34128127,2023-02-01,88.1,363.92999999999995
34128127,2023-02-05,841.2,1205.13
34128127,2023-02-05,136.6,1341.73
34128127,2023-02-10,15.25,1356.98
34128127,2023-02-11,-45.02,1311.96
34158235,2023-01-31,,50.76
34158235,2023-02-02,95.52,146.28
34158235,2023-02-03,-85.48,60.79999999999998
34158235,2023-02-05,65.82,126.61999999999998
34158235,2023-02-06,132.93,259.54999999999995
34158235,2023-02-07,-43.24,216.30999999999997
34158235,2023-02-08,-80.16,136.14999999999998
34158235,2023-02-10,-81.26,54.88999999999997
34158235,2023-02-13,-156.49,-101.60000000000004
34158235,2023-02-14,-159.08,-260.68000000000006
34158235,2023-02-14,-439.8,-700.48
34190086,2023-01-31,,890.87
34190086,2023-02-01,65.9,956.77
34190086,2023-02-08,-144.06,812.71
34190086,2023-02-13,69.63,882.34
34190086,2023-02-13,-73.96,808.38
34190086,2023-02-14,25.45,833.83
34252525,2023-01-31,,107.18
34252525,2023-02-02,-95.27,11.91000000000001
34252525,2023-02-04,113.49,125.4
34252525,2023-02-04,-244.13,-118.72999999999999
34252525,2023-02-07,82.79,-35.93999999999998
34252525,2023-02-08,-85.07,-121.00999999999998
34252525,2023-02-13,1503.4,1382.39
34264499,2023-01-31,,864.86
34264499,2023-02-08,105.97,970.83
34264499,2023-02-09,898.1,1868.93
34264499,2023-02-09,135.68,2004.6100000000001
34264499,2023-02-09,25.95,2030.5600000000002
34264499,2023-02-12,-77.9,1952.66
34264499,2023-02-13,76.07,2028.73
34264499,2023-02-14,72.4,2101.13
34275044,2023-01-31,,532.29
34275044,2023-02-07,79.84,612.13
34275044,2023-02-08,144.26,756.39
34275044,2023-02-10,91.66,848.05
34275044,2023-02-11,109.94,957.99
34275044,2023-02-13,-156.89,801.0999999999999
34284479,2023-01-31,,74.46
34284479,2023-02-04,-25.74,48.72
34284479,2023-02-05,155.64,204.35999999999999
34284479,2023-02-08,-66.05,138.31
34284479,2023-02-08,-203.1,-64.79000000000002
34284479,2023-02-10,63.76,-1.0300000000000225
34284479,2023-02-12,122.48,121.44999999999999
34336001,2023-01-31,,396.75
34336001,2023-02-01,-48.39,348.36
34336001,2023-02-06,133.66,482.02
34336001,2023-02-08,186.34,668.36
34336001,2023-02-12,-71.39,596.97
34336001,2023-02-14,72.93,669.9
34336001,2023-02-14,-89.16,580.74
34351752,2023-01-31,,30.31
34351752,2023-02-02,-12.65,17.659999999999997
34351752,2023-02-02,-27.52,-9.86
34351752,2023-02-05,-227.66,-237.51999999999998
34374766,2023-01-31,,916.09
34374766,2023-02-01,131.53,1047.6200000000001
34374766,2023-02-03,749.7,1797.3200000000002
34374766,2023-02-06,-138.24,1659.08
34374766,2023-02-08,968.8,2627.88
34374766,2023-02-08,-233.36,2394.52
34374766,2023-02-10,-68.91,2325.61
34374766,2023-02-14,13.43,2339.04
34400277,2023-01-31,,207.59
34400277,2023-02-01,-1393.7,-1186.1100000000001
34400277,2023-02-03,68.13,-1117.98
34400277,2023-02-04,150.45,-967.5300000000002
34400277,2023-02-04,76.66,-890.8700000000001
34400277,2023-02-05,6.72,-884.1500000000001
34400277,2023-02-06,688.5,-195.6500000000001
34400277,2023-02-10,-54.78,-250.4300000000001
34400277,2023-02-14,113.52,-136.91000000000008
34400277,2023-02-14,-86.17,-223.0800000000001
34403979,2023-01-31,,101.14
34403979,2023-02-01,181.06,282.2
34403979,2023-02-02,-98.37,183.82999999999998
34403979,2023-02-04,77.37,261.2
34403979,2023-02-07,-210.28,50.91999999999999
34403979,2023-02-11,42.47,93.38999999999999
34403979,2023-02-12,-1201.1,-1107.71
34403979,2023-02-14,85.41,-1022.3000000000001
34461285,2023-01-31,,149.82
34461285,2023-02-04,83.73,233.55
34461285,2023-02-06,121.6,355.15
34461285,2023-02-10,-109.1,246.05
34461285,2023-02-11,143.15,389.2
34461285,2023-02-11,-128.1,261.1
34461285,2023-02-13,82.99,344.09
34482885,2023-01-31,,359.84
34482885,2023-02-05,-161.46,198.37999999999997
34482885,2023-02-08,358.9,557.28
34482885,2023-02-08,-175.42,381.86
34482885,2023-02-11,1161.1,1542.96
34482885,2023-02-14,-90.48,1452.48
34650969,2023-01-31,,177.82
34650969,2023-02-05,-116.94,60.879999999999995
34650969,2023-02-06,-995.2,-934.32
34650969,2023-02-08,69.02,-865.3000000000001
34650969,2023-02-10,-63.76,-929.0600000000001
34681193,2023-01-31,,183.13
34681193,2023-02-01,-216.49,-33.360000000000014
34681193,2023-02-04,67.01,33.64999999999999
34681193,2023-02-06,133.12,166.76999999999998
34681193,2023-02-07,-124.56,42.20999999999998
34681193,2023-02-09,73.98,116.18999999999998
34681193,2023-02-13,-115.5,0.6899999999999835
34866268,2023-01-31,,516.92
34866268,2023-02-03,-178.47,338.44999999999993
34866268,2023-02-12,1261.7,1600.15
34867145,2023-01-31,,212.16
34867145,2023-02-02,-211.27,0.8899999999999864
34867145,2023-02-05,-135.59,-134.70000000000002
34867145,2023-02-10,-41.65,-176.35000000000002
34902863,2023-01-31,,31.36
34902863,2023-02-01,-89.22,-57.86
34902863,2023-02-04,-68.54,-126.4
34902863,2023-02-06,85.44,-40.96000000000001
34902863,2023-02-07,140.1,99.13999999999999
34902863,2023-02-11,191.93,291.07
34908905,2023-01-31,,887.49
34908905,2023-02-04,-102.31,785.1800000000001
34908905,2023-02-05,17.69,802.87
34908905,2023-02-07,-46.81,756.06
34908905,2023-02-08,-155.62,600.44
34908905,2023-02-09,134.21,734.65
34908905,2023-02-09,-134.87,599.78
34908905,2023-02-13,-124.37,475.40999999999997
34921262,2023-01-31,,971.82
34921262,2023-02-05,-1917.1,-945.2799999999999
34921262,2023-02-07,71.52,-873.7599999999999
34921262,2023-02-08,-101.87,-975.6299999999999
34921262,2023-02-10,-84.84,-1060.4699999999998
34921262,2023-02-13,49.05,-1011.4199999999998
34921262,2023-02-14,-48.39,-1059.81
34960760,2023-01-31,,981.79
34960760,2023-02-02,-190.9,790.89
34960760,2023-02-09,-95.76,695.13
34960760,2023-02-10,89.12,784.25
34960760,2023-02-12,160.14,944.3899999999999
35038984,2023-01-31,,566.36
35038984,2023-02-07,107.2,673.5600000000001
35038984,2023-02-07,-176.01,497.55
35038984,2023-02-09,94.29,591.84
35038984,2023-02-11,-99.57,492.27000000000004
35051369,2023-01-31,,637.18
35051369,2023-02-01,-43.65,593.53
35051369,2023-02-02,112.35,705.8799999999999
35051369,2023-02-04,-198.37,507.50999999999993
35051369,2023-02-11,-49.94,457.56999999999994
35082945,2023-01-31,,713.95
35082945,2023-02-07,-15.77,698.1800000000001
35082945,2023-02-08,-132.78,565.4000000000001
35082945,2023-02-12,113.6,679.0
35082945,2023-02-14,188.72,867.72
35083564,2023-01-31,,599.99
35083564,2023-02-05,144.77,744.76
35083564,2023-02-06,-32.2,712.5600000000001
35083564,2023-02-06,-181.24,531.3199999999999
35083564,2023-02-08,139.22,670.54
35083564,2023-02-09,59.54,730.08
35126236,2023-01-31,,739.8
35126236,2023-02-02,-379.5,360.29999999999995
35126236,2023-02-04,64.48,424.78
35126236,2023-02-04,-109.21,315.56999999999994
35126236,2023-02-06,995.2,1310.77
35126236,2023-02-08,130.56,1441.33
35126236,2023-02-08,103.89,1545.22
35126236,2023-02-10,-34.71,1510.51
35126236,2023-02-13,137.35,1647.86
35126236,2023-02-13,114.39,1762.25
35126236,2023-02-14,2138.0,3900.25
35160368,2023-01-31,,53.59
35160368,2023-02-01,41.55,95.14
35160368,2023-02-05,163.32,258.46
35160368,2023-02-05,85.08,343.53999999999996
35160368,2023-02-10,155.39,498.92999999999995
35160368,2023-02-12,139.57,638.5
35160368,2023-02-13,-39.15,599.3499999999999
35160368,2023-02-14,87.33,686.68
35160368,2023-02-14,-92.59,594.0899999999999
35177782,2023-01-31,,79.03
35177782,2023-02-03,149.54,228.57
35177782,2023-02-08,110.25,338.82
35177782,2023-02-09,-105.82,233.0
35177782,2023-02-10,72.18,305.18
35177782,2023-02-10,-123.77,181.41000000000003
