,Account Number,Balance Date,Balance,Transaction Value
1,32019304,2023-02-01,2036.1599999999999,-43.610000000000014
1,32084810,2023-02-01,610.7,
1,32092491,2023-02-01,177.83,126.01
1,32109414,2023-02-01,1083.58,116.27
1,32131123,2023-02-01,758.69,
1,32192958,2023-02-01,209.37,
1,32221529,2023-02-01,887.75,
1,32221652,2023-02-01,-3925.58,-2909.8999999999996
1,32261620,2023-02-01,842.63,787.2
1,32275676,2023-02-01,889.61,
1,32308270,2023-02-01,976.53,
1,32312381,2023-02-01,646.08,-96.77
1,32312410,2023-02-01,817.47,
1,32370392,2023-02-01,369.09,
1,32386770,2023-02-01,582.9,-56.55
1,32390015,2023-02-01,529.35,
1,32400822,2023-02-01,987.34,
1,32408166,2023-02-01,-277.08,-735.22
1,32424424,2023-02-01,848.04,
1,32474004,2023-02-01,509.41,
1,32476086,2023-02-01,67.66,
1,32597705,2023-02-01,869.89,
1,32641357,2023-02-01,12.39,
1,32679915,2023-02-01,841.31,
1,32737909,2023-02-01,843.62,99.52
1,32803222,2023-02-01,747.0,-80.92
1,32824719,2023-02-01,492.57,-9.8
1,32888555,2023-02-01,781.33,
1,32930305,2023-02-01,49.71,
1,32934183,2023-02-01,917.81,
1,32973728,2023-02-01,321.03,
1,32991596,2023-02-01,922.4,166.48
1,33014501,2023-02-01,454.35,
1,33112628,2023-02-01,879.2,
1,33116647,2023-02-01,391.76,
1,33159039,2023-02-01,-139.69,-240.2
1,33168725,2023-02-01,300.09,88.65
1,33173974,2023-02-01,94.47,
1,33202593,2023-02-01,329.25,
1,33240853,2023-02-01,864.77,-120.69
1,33259781,2023-02-01,829.75,-93.43
1,33270307,2023-02-01,38.51,
1,33348876,2023-02-01,267.33,
1,33351056,2023-02-01,597.06,
1,33381880,2023-02-01,682.27,
1,33403100,2023-02-01,270.23,
1,33414190,2023-02-01,204.38,
1,33424425,2023-02-01,-31.52,-54.7
1,33470885,2023-02-01,531.96,
1,33505838,2023-02-01,76.39,
1,33527603,2023-02-01,413.42,
1,33527759,2023-02-01,245.55,
1,33561341,2023-02-01,851.47,102.31
1,33632099,2023-02-01,943.81,
1,33634912,2023-02-01,888.99,
1,33749113,2023-02-01,590.37,
1,33749812,2023-02-01,121.02,
1,33750944,2023-02-01,100.44,
1,33771855,2023-02-01,1553.7600000000002,-373.45000000000005
1,33806253,2023-02-01,998.62,151.18
1,33832864,2023-02-01,46.85,
1,33906740,2023-02-01,752.94,-67.52
1,33914941,2023-02-01,505.42,-160.48
1,33915504,2023-02-01,742.98,
1,33967237,2023-02-01,466.95,142.15
1,34017695,2023-02-01,751.66,79.2
1,34027487,2023-02-01,54.87,
1,34112514,2023-02-01,974.1,
1,34128127,2023-02-01,363.93,88.1
1,34158235,2023-02-01,50.76,
1,34190086,2023-02-01,956.77,65.9
1,34252525,2023-02-01,107.18,
1,34264499,2023-02-01,864.86,
1,34275044,2023-02-01,532.29,
1,34284479,2023-02-01,74.46,
1,34336001,2023-02-01,348.36,-48.39
1,34351752,2023-02-01,30.31,
1,34374766,2023-02-01,1047.62,131.53
1,34400277,2023-02-01,-1186.11,-1393.7
1,34403979,2023-02-01,282.2,181.06
1,34461285,2023-02-01,149.82,
1,34482885,2023-02-01,359.84,
1,34650969,2023-02-01,177.82,
1,34681193,2023-02-01,-33.36,-216.49
1,34866268,2023-02-01,516.92,
1,34867145,2023-02-01,212.16,
1,34902863,2023-02-01,-57.86,-89.22
1,34908905,2023-02-01,887.49,
1,34921262,2023-02-01,971.82,
1,34960760,2023-02-01,981.79,
1,35038984,2023-02-01,566.36,
1,35051369,2023-02-01,593.53,-43.65
1,35082945,2023-02-01,713.95,
1,35083564,2023-02-01,599.99,
1,35126236,2023-02-01,739.8,
1,35160368,2023-02-01,95.14,41.55
1,35177782,2023-02-01,79.03,
1,35194218,2023-02-01,984.54,142.2
1,35197451,2023-02-01,315.63,-96.06
1,35210460,2023-02-01,3913.37,1721.5700000000002
1,35293864,2023-02-01,524.08,-68.47
1,35321469,2023-02-01,270.83,76.26
1,35330225,2023-02-01,717.9,
1,35345678,2023-02-01,381.43,
1,35379604,2023-02-01,171.68,
1,35391237,2023-02-01,1209.62,-128.5
1,35391340,2023-02-01,767.36,-119.2
1,35405748,2023-02-01,19.49,
1,35445202,2023-02-01,972.48,
1,35506101,2023-02-01,713.65,
1,35510004,2023-02-01,723.62,
1,35539408,2023-02-01,469.13,
1,35540836,2023-02-01,138.6,120.69
1,35549277,2023-02-01,505.72,
1,35555120,2023-02-01,598.72,
1,35564578,2023-02-01,1658.1799999999998,258.56
1,35574156,2023-02-01,471.05,
1,35614465,2023-02-01,1188.94,71.03
1,35616763,2023-02-01,279.43,
1,35633136,2023-02-01,603.11,
1,35642953,2023-02-01,137.26,
1,35652360,2023-02-01,41.81,
1,35698347,2023-02-01,258.22,
1,35712712,2023-02-01,828.88,
1,35721788,2023-02-01,837.07,
1,35726421,2023-02-01,342.8,-36.3
1,35746207,2023-02-01,785.36,
1,35762783,2023-02-01,346.14,
1,35772673,2023-02-01,441.51,-76.39
1,35799522,2023-02-01,750.79,
1,35805852,2023-02-01,886.37,
1,35827625,2023-02-01,441.18,-4.45
1,35869347,2023-02-01,669.68,-99.06
1,35948735,2023-02-01,117.14,
1,35996817,2023-02-01,187.89,
1,36007496,2023-02-01,239.44,
1,36106467,2023-02-01,720.17,
1,36110938,2023-02-01,532.77,
1,36112473,2023-02-01,530.67,
1,36114551,2023-02-01,876.22,
1,36126802,2023-02-01,617.04,
1,36131723,2023-02-01,602.96,
1,36141472,2023-02-01,656.7,
1,36143004,2023-02-01,256.22,
1,36171568,2023-02-01,343.44,
1,36192947,2023-02-01,744.33,
1,36197772,2023-02-01,940.21,-21.82
1,36258926,2023-02-01,549.71,
1,36259936,2023-02-01,647.0,18.77
1,36296704,2023-02-01,491.31,
1,36327122,2023-02-01,808.81,
1,36389309,2023-02-01,469.45,
1,36393557,2023-02-01,407.12,
1,36419197,2023-02-01,627.78,
1,36425954,2023-02-01,93.85,
1,36519974,2023-02-01,922.41,
1,36549889,2023-02-01,760.2,
1,36551112,2023-02-01,963.19,-12.83
1,36596942,2023-02-01,550.9,
1,36611100,2023-02-01,485.06,
1,36636385,2023-02-01,851.49,-134.06
1,36668239,2023-02-01,566.32,
1,36692647,2023-02-01,710.29,
1,36696277,2023-02-01,548.85,153.43
1,36725272,2023-02-01,52.82,
1,36837451,2023-02-01,575.54,146.02
1,36841261,2023-02-01,44.72,-127.65
1,36849841,2023-02-01,593.56,
1,36871984,2023-02-01,949.89,
1,36949196,2023-02-01,614.22,
1,36982820,2023-02-01,1433.26,599.8
1,37004975,2023-02-01,635.77,
1,37017424,2023-02-01,-127.5,-184.35
1,37062632,2023-02-01,486.17,119.45
1,37146521,2023-02-01,453.37,-18.27
1,37164421,2023-02-01,302.68,
1,37247834,2023-02-01,-596.64,-1086.06
1,37256412,2023-02-01,24.43,
1,37267391,2023-02-01,713.35,-105.76
1,37273974,2023-02-01,533.14,
1,37274865,2023-02-01,95.23,
1,37297429,2023-02-01,614.42,-79.4
1,37319261,2023-02-01,574.42,
1,37369245,2023-02-01,372.25,-74.4
1,37407392,2023-02-01,822.17,
1,37443706,2023-02-01,621.08,
1,37503622,2023-02-01,630.18,
1,37510139,2023-02-01,546.33,
1,37528735,2023-02-01,368.39,
1,37561049,2023-02-01,823.37,-80.58
1,37599317,2023-02-01,177.32,
1,37642787,2023-02-01,396.03,
1,37658218,2023-02-01,1131.57,570.3
1,37678813,2023-02-01,767.56,
1,37767441,2023-02-01,638.27,-88.19
1,37789180,2023-02-01,854.05,
1,37796234,2023-02-01,992.46,
1,37830423,2023-02-01,285.5,
1,37878074,2023-02-01,522.87,-124.69
1,37905098,2023-02-01,389.98,
1,37936898,2023-02-01,640.94,-104.85
1,37945317,2023-02-01,8.24,
1,37953007,2023-02-01,440.78,
1,38032055,2023-02-01,416.47,
1,38038623,2023-02-01,526.98,
1,38124225,2023-02-01,943.59,
1,38157078,2023-02-01,756.55,
1,38224160,2023-02-01,701.82,
1,38291062,2023-02-01,404.26,-82.42
1,38316158,2023-02-01,138.4,
1,38346624,2023-02-01,740.09,
1,38395807,2023-02-01,463.52,
1,38428295,2023-02-01,690.12,
1,38429514,2023-02-01,555.44,-72.18
1,38442044,2023-02-01,106.95,
1,38487215,2023-02-01,1588.41,808.4
1,38495059,2023-02-01,14.18,
1,38502892,2023-02-01,600.32,
1,38528119,2023-02-01,165.9,
1,38558525,2023-02-01,833.07,
1,38564653,2023-02-01,647.95,
1,38587383,2023-02-01,1174.2800000000002,-65.03
1,38606148,2023-02-01,956.59,
1,38627867,2023-02-01,132.74,
1,38690875,2023-02-01,320.39,
1,38740782,2023-02-01,702.64,
1,38749064,2023-02-01,713.95,143.97
1,38764064,2023-02-01,700.29,52.17
1,38780970,2023-02-01,728.32,-118.27
1,38839019,2023-02-01,2195.51,884.11
1,38903150,2023-02-01,263.28,
1,38921478,2023-02-01,641.48,
1,38957380,2023-02-01,37.95,
1,38969279,2023-02-01,195.74,
1,38990596,2023-02-01,108.78,
1,38991889,2023-02-01,292.35,
1,39001531,2023-02-01,882.34,
1,39013360,2023-02-01,987.76,
1,39061853,2023-02-01,451.98,98.05
1,39093565,2023-02-01,107.2,
1,39097663,2023-02-01,326.42,
1,39122920,2023-02-01,445.68,
1,39123048,2023-02-01,1449.3600000000001,-9.230000000000004
1,39160879,2023-02-01,257.26,-186.89
1,39161053,2023-02-01,877.9499999999999,-14.75
1,39267013,2023-02-01,516.74,
1,39298122,2023-02-01,742.25,135.0
1,39360799,2023-02-01,-1065.39,-1870.4
1,39386771,2023-02-01,171.52,
1,39398476,2023-02-01,541.52,
1,39400991,2023-02-01,896.44,
1,39402264,2023-02-01,2248.34,1255.3
1,39427922,2023-02-01,662.57,-131.53
1,39491241,2023-02-01,564.0,
1,39502821,2023-02-01,924.88,
1,39504855,2023-02-01,890.63,
1,39516154,2023-02-01,620.87,
1,39516203,2023-02-01,689.19,
1,39529729,2023-02-01,512.1,86.44
1,39542358,2023-02-01,671.28,
1,39590347,2023-02-01,180.22,
1,39602737,2023-02-01,881.44,
1,39620163,2023-02-01,126.08,
1,39623640,2023-02-01,617.74,
1,39662559,2023-02-01,536.88,
1,39684993,2023-02-01,168.99,
1,39710099,2023-02-01,261.64,105.76
1,39744047,2023-02-01,505.93,
1,39749381,2023-02-01,576.13,
1,39772392,2023-02-01,826.5799999999999,-15.379999999999995
1,39822234,2023-02-01,718.73,
1,39863459,2023-02-01,387.4,
1,39875057,2023-02-01,126.02,
1,39920664,2023-02-01,627.45,
1,39974803,2023-02-01,567.93,
1,40004707,2023-02-01,206.15,
1,40039031,2023-02-01,124.72,
1,40048102,2023-02-01,519.25,
1,40082477,2023-02-01,40.63,-131.11
1,40082950,2023-02-01,322.41,
1,40091206,2023-02-01,899.06,86.72
1,40098771,2023-02-01,742.62,
1,40098912,2023-02-01,951.18,
1,40112082,2023-02-01,289.68,
1,40127778,2023-02-01,110.97,-85.77
1,40176462,2023-02-01,193.24,
1,40189934,2023-02-01,804.21,
1,40224914,2023-02-01,61.17,8.07
1,40247376,2023-02-01,209.78,
1,40374724,2023-02-01,505.43,-187.15
1,40436811,2023-02-01,445.93,
1,40507682,2023-02-01,611.31,86.68
1,40530538,2023-02-01,364.98,
1,40548885,2023-02-01,160.32,
1,40550712,2023-02-01,511.4,
1,40551490,2023-02-01,569.45,
1,40600852,2023-02-01,177.51,89.87
1,40631802,2023-02-01,104.96,
1,40673170,2023-02-01,220.15,95.49
1,40712298,2023-02-01,781.72,
1,40745545,2023-02-01,374.35,-85.94
1,40745965,2023-02-01,-610.15,-1264.3
1,40797438,2023-02-01,729.07,49.69
1,40813783,2023-02-01,288.51,
1,40872555,2023-02-01,115.88,
1,40898013,2023-02-01,650.33,
1,40906801,2023-02-01,269.22,185.45
1,41022448,2023-02-01,37.89,
1,41036701,2023-02-01,-553.31,-802.6
1,41038634,2023-02-01,802.08,
1,41085190,2023-02-01,78.73,
1,41170515,2023-02-01,713.46,
1,41194009,2023-02-01,585.15,
1,41211432,2023-02-01,504.28,6.689999999999998
1,41245288,2023-02-01,540.61,
1,41245805,2023-02-01,753.91,
1,41252281,2023-02-01,983.22,148.34
1,41282329,2023-02-01,38.05,-42.27
1,41356963,2023-02-01,398.3,
1,41420018,2023-02-01,816.5,
1,41542689,2023-02-01,246.73,
1,41561470,2023-02-01,1241.7,490.9
1,41574018,2023-02-01,811.12,140.73000000000002
1,41584073,2023-02-01,561.74,
1,41664336,2023-02-01,898.48,45.11
1,41706310,2023-02-01,802.46,188.15
1,41716822,2023-02-01,496.12,78.07
1,41741558,2023-02-01,435.71,
1,41755476,2023-02-01,72.71,
1,41773473,2023-02-01,423.47,68.47
1,41778536,2023-02-01,722.03,
1,41852767,2023-02-01,1108.04,114.68
1,41879906,2023-02-01,-51.76,-80.81
1,41881442,2023-02-01,817.3199999999999,-347.81
1,41914097,2023-02-01,921.06,
1,41919083,2023-02-01,720.21,-164.31
1,41954037,2023-02-01,768.8,
1,41972741,2023-02-01,374.09,
1,41981752,2023-02-01,843.61,
1,42017456,2023-02-01,947.67,
1,42181728,2023-02-01,51.89,
1,42202867,2023-02-01,614.83,
1,42232896,2023-02-01,647.99,
1,42235537,2023-02-01,972.4,807.2
1,42245590,2023-02-01,284.1,55.09
1,42255054,2023-02-01,1486.04,255.84999999999997
1,42268900,2023-02-01,662.02,140.67
1,42300418,2023-02-01,-657.01,-808.4
1,42311039,2023-02-01,255.68,156.73
1,42322494,2023-02-01,486.58,
1,42340050,2023-02-01,2244.33,184.78
1,42396753,2023-02-01,628.86,
1,42509068,2023-02-01,890.56,
1,42515631,2023-02-01,186.74,
1,42546381,2023-02-01,409.3,
1,42589255,2023-02-01,282.84,
1,42602631,2023-02-01,539.62,
1,42652193,2023-02-01,566.53,
1,42726921,2023-02-01,590.15,
1,42726928,2023-02-01,704.19,102.89
1,42746180,2023-02-01,12.15,
1,42752982,2023-02-01,526.19,
1,42783101,2023-02-01,228.66,-61.16
1,42813808,2023-02-01,633.08,
1,42838186,2023-02-01,523.03,56.55
1,42882563,2023-02-01,419.69,
1,42889744,2023-02-01,223.01,
1,43017336,2023-02-01,935.99,
1,43017598,2023-02-01,151.6,
1,43032836,2023-02-01,1786.67,217.86
1,43064169,2023-02-01,555.44,
1,43074888,2023-02-01,779.86,
1,43080619,2023-02-01,426.64,
1,43140934,2023-02-01,820.81,
1,43257373,2023-02-01,483.49,
1,43265708,2023-02-01,814.0,
1,43312288,2023-02-01,830.91,
1,43329727,2023-02-01,477.69,
1,43330367,2023-02-01,172.38,
1,43338400,2023-02-01,702.42,-80.7
1,43354643,2023-02-01,863.38,
1,43365633,2023-02-01,57.11,
1,43368978,2023-02-01,188.56,55.49
1,43387803,2023-02-01,646.4,
1,43417466,2023-02-01,940.86,66.84
1,43420385,2023-02-01,881.49,
1,43453543,2023-02-01,792.28,-98.39
1,43490748,2023-02-01,664.06,-143.86
1,43499771,2023-02-01,106.87,78.47
1,43541008,2023-02-01,518.75,105.55
1,43597919,2023-02-01,906.64,
1,43616790,2023-02-01,365.67,
1,43623061,2023-02-01,724.39,
1,43772330,2023-02-01,701.52,
1,43781476,2023-02-01,157.32,128.49
1,43811112,2023-02-01,99.92,
1,43830772,2023-02-01,158.17,
1,43843937,2023-02-01,79.03,
1,43858112,2023-02-01,538.83,-102.95
1,43860538,2023-02-01,478.05,
1,43892675,2023-02-01,997.95,
1,43930935,2023-02-01,651.22,
1,43979238,2023-02-01,239.04,170.96
1,44007497,2023-02-01,331.92,
1,44009985,2023-02-01,763.43,
1,44019515,2023-02-01,312.63,
1,44066457,2023-02-01,18.09,
1,44075619,2023-02-01,979.0,
1,44130477,2023-02-01,918.0,
1,44133867,2023-02-01,358.61,
1,44140049,2023-02-01,372.02,
1,44145489,2023-02-01,635.75,
1,44162563,2023-02-01,325.77,
1,44164363,2023-02-01,998.43,
1,44228646,2023-02-01,651.3,
1,44234432,2023-02-01,271.71,-127.46
1,44239230,2023-02-01,201.48,-189.46
1,44242297,2023-02-01,251.07,-136.95
1,44243236,2023-02-01,743.7,-54.25
1,44272912,2023-02-01,305.92,-142.26
1,44281556,2023-02-01,-46.7,-117.4
1,44310966,2023-02-01,361.02,
1,44317934,2023-02-01,2808.41,1888.2
1,44331942,2023-02-01,389.13,
1,44358901,2023-02-01,432.42,-144.31
1,44364430,2023-02-01,240.83,-65.61
1,44368280,2023-02-01,291.54,
1,44378133,2023-02-01,708.71,-12.5
1,44389169,2023-02-01,978.69,
1,44413402,2023-02-01,75.55,
1,44427272,2023-02-01,795.91,-174.19
1,44474369,2023-02-01,663.93,
1,44516940,2023-02-01,747.98,-182.19
1,44537960,2023-02-01,506.19,-168.84
1,44564500,2023-02-01,570.2,215.02
1,44586370,2023-02-01,440.56,
1,44626164,2023-02-01,915.14,
1,44662337,2023-02-01,887.8,119.68
1,44701536,2023-02-01,919.22,-76.18
1,44711172,2023-02-01,382.83,
1,44759468,2023-02-01,864.99,-97.92
1,44794340,2023-02-01,488.91,
1,44812075,2023-02-01,1465.41,601.7
1,44816910,2023-02-01,415.31,229.8
1,44873253,2023-02-01,660.51,
1,44902994,2023-02-01,876.11,85.77
1,44912164,2023-02-01,355.61,
1,45015534,2023-02-01,215.54,
1,45015570,2023-02-01,3458.66,892.62
1,45020832,2023-02-01,104.89,
1,45021115,2023-02-01,464.27,
1,45021398,2023-02-01,783.24,
1,45026430,2023-02-01,745.31,
1,45027876,2023-02-01,172.23,-155.38
1,45029598,2023-02-01,558.87,
1,45067158,2023-02-01,115.23,
1,45089475,2023-02-01,676.92,
1,45111669,2023-02-01,581.19,121.91
1,45161114,2023-02-01,417.03,134.43
1,45196342,2023-02-01,337.59,-64.89
1,45238909,2023-02-01,904.83,
1,45242171,2023-02-01,174.66,
1,45253870,2023-02-01,273.37,
1,45275334,2023-02-01,49.55,
1,45397824,2023-02-01,610.82,-130.8
1,45519330,2023-02-01,1337.85,-261.71000000000004
1,45543867,2023-02-01,502.34,82.42
1,45558696,2023-02-01,760.19,
1,45611838,2023-02-01,784.55,
1,45631973,2023-02-01,575.69,-187.01
1,45639009,2023-02-01,489.05,
1,45688415,2023-02-01,2080.62,1393.7
1,45706674,2023-02-01,-796.97,-1187.7
1,45740727,2023-02-01,904.27,
1,45790907,2023-02-01,3776.2799999999997,1376.6399999999999
1,45816894,2023-02-01,227.68,
1,45822265,2023-02-01,881.34,
1,45829157,2023-02-01,214.17,-147.6
1,45859156,2023-02-01,498.48,-146.02
1,45960045,2023-02-01,853.47,
1,45974864,2023-02-01,957.27,
1,46012936,2023-02-01,120.79,
1,46059921,2023-02-01,810.57,-95.21
1,46064017,2023-02-01,672.77,
1,46067647,2023-02-01,677.66,
1,46073044,2023-02-01,957.36,
1,46085917,2023-02-01,340.16,
1,46100177,2023-02-01,979.25,
1,46133743,2023-02-01,862.26,
1,46215382,2023-02-01,549.77,
1,46230315,2023-02-01,4.43,
1,46231176,2023-02-01,-491.88,-1234.99
1,46255563,2023-02-01,657.93,92.51
1,46322903,2023-02-01,873.01,
1,46326165,2023-02-01,571.8,
1,46346470,2023-02-01,787.87,
1,46355307,2023-02-01,-8.91,-161.31
1,46442210,2023-02-01,732.14,
1,46479025,2023-02-01,323.03,
1,46525458,2023-02-01,938.4,
1,46552077,2023-02-01,672.51,
1,46561814,2023-02-01,286.63,70.34
1,46597215,2023-02-01,455.5,
1,46597728,2023-02-01,920.72,
1,46643937,2023-02-01,751.73,
1,46663039,2023-02-01,1038.8,49.37
1,46730484,2023-02-01,398.49,
1,46741126,2023-02-01,393.18,
1,46768821,2023-02-01,458.81,
1,46790294,2023-02-01,1442.2600000000002,-212.73
1,46792863,2023-02-01,762.43,-81.07
1,46851905,2023-02-01,346.15,93.2
1,46854962,2023-02-01,718.33,-45.60999999999999
1,46879333,2023-02-01,462.44,
1,46913859,2023-02-01,290.51,-119.68
1,46920610,2023-02-01,249.02,124.86
1,46925211,2023-02-01,698.71,189.46
1,47040996,2023-02-01,332.12,-130.83
1,47091705,2023-02-01,-20.92,-75.52
1,47115177,2023-02-01,1544.15,-56.39
1,47127756,2023-02-01,300.02,
1,47133143,2023-02-01,541.16,-182.36
1,47172665,2023-02-01,11.06,
1,47226769,2023-02-01,576.38,126.5
1,47232232,2023-02-01,179.84,126.4
1,47266645,2023-02-01,207.15,
1,47313428,2023-02-01,204.67,
1,47356348,2023-02-01,65.95,
1,47406737,2023-02-01,1807.74,844.6
1,47414258,2023-02-01,900.7,
1,47473145,2023-02-01,801.43,
1,47483982,2023-02-01,661.58,
1,47582488,2023-02-01,744.99,
1,47654093,2023-02-01,294.0,
1,47763906,2023-02-01,980.42,
1,47781255,2023-02-01,462.62,
1,47808992,2023-02-01,885.16,
1,47824990,2023-02-01,704.97,
1,47886866,2023-02-01,399.75,
1,47902339,2023-02-01,919.92,
1,47932460,2023-02-01,685.64,-99.41
1,47964895,2023-02-01,982.97,
1,48018851,2023-02-01,288.26,
1,48029032,2023-02-01,422.88,
1,48050578,2023-02-01,203.26,
1,48056301,2023-02-01,943.28,
1,48071843,2023-02-01,609.72,-387.9
1,48075275,2023-02-01,1507.99,-176.69
1,48081999,2023-02-01,290.89,
1,48131431,2023-02-01,680.87,-128.93
1,48185625,2023-02-01,822.11,
1,48186857,2023-02-01,518.26,
1,48271608,2023-02-01,398.65,54.71
1,48318402,2023-02-01,965.28,
1,48350476,2023-02-01,305.2,
1,48399121,2023-02-01,984.98,
1,48429255,2023-02-01,79.7,
1,48434572,2023-02-01,238.01,-113.69
1,48444386,2023-02-01,962.57,
1,48491614,2023-02-01,875.33,120.88
1,48500030,2023-02-01,917.05,
1,48507357,2023-02-01,980.8,
1,48524535,2023-02-01,297.78,32.75
1,48532894,2023-02-01,662.86,
1,48553648,2023-02-01,80.62,
1,48569537,2023-02-01,-778.31,-1153.0
1,48591774,2023-02-01,506.97,84.03
1,48625559,2023-02-01,797.88,
1,48654969,2023-02-01,83.93,
1,48722022,2023-02-01,710.4,123.96
1,48733708,2023-02-01,407.0,-273.55
1,48757991,2023-02-01,818.2,141.6
1,48781678,2023-02-01,-454.95,-856.5
1,48783408,2023-02-01,278.34,
1,48799650,2023-02-01,244.1,83.35
1,48831634,2023-02-01,146.94,
1,48860469,2023-02-01,563.89,-166.48
1,48875351,2023-02-01,239.7,
1,48886521,2023-02-01,961.35,134.06
1,48906756,2023-02-01,996.87,
1,48911149,2023-02-01,580.54,
1,48930319,2023-02-01,763.18,167.53
1,48940493,2023-02-01,394.19,
1,48976336,2023-02-01,-1627.58,-2027.7
1,49031081,2023-02-01,788.18,
1,49031379,2023-02-01,440.64,67.01
1,49039474,2023-02-01,664.26,89.56
1,49071892,2023-02-01,909.58,
1,49075324,2023-02-01,301.39,
1,49095464,2023-02-01,39.529999999999994,-54.72999999999999
1,49127699,2023-02-01,239.16,83.63
1,49157903,2023-02-01,601.62,
1,49172838,2023-02-01,136.96,
1,49186099,2023-02-01,743.03,208.31
1,49216581,2023-02-01,157.01,-754.9
1,49253709,2023-02-01,956.08,-55.86
1,49310474,2023-02-01,2036.18,46.59
1,49400211,2023-02-01,672.86,212.62
1,49410021,2023-02-01,621.24,112.52
1,49427302,2023-02-01,468.73,
1,49441522,2023-02-01,234.94,159.64
1,49454023,2023-02-01,1579.62,780.9
1,49459559,2023-02-01,467.56,
1,49467252,2023-02-01,444.92,
1,49516533,2023-02-01,7.4,
1,49520335,2023-02-01,276.57,77.78
1,49533543,2023-02-01,190.64,
1,49534905,2023-02-01,383.91,
1,49536707,2023-02-01,-99.45,-136.75
1,49540328,2023-02-01,458.12,
1,49550154,2023-02-01,55.44,-122.7
1,49581833,2023-02-01,65.56,-52.0
1,49696722,2023-02-01,142.69,
1,49834565,2023-02-01,51.12,
1,49840526,2023-02-01,461.64,
1,49941860,2023-02-01,716.59,60.93
1,49961732,2023-02-01,1595.02,148.54
1,49966528,2023-02-01,774.47,133.29
1,50018070,2023-02-01,450.64,
1,50024545,2023-02-01,867.21,
1,50031425,2023-02-01,695.18,
1,50114041,2023-02-01,60.83,
1,50115324,2023-02-01,410.18,80.86
1,50122119,2023-02-01,1039.21,774.6
1,50132654,2023-02-01,562.17,
1,50150279,2023-02-01,567.24,
1,50161801,2023-02-01,180.69,
1,50217872,2023-02-01,667.95,
1,50219545,2023-02-01,1605.82,1057.7
1,50231864,2023-02-01,117.34,
1,50276595,2023-02-01,584.31,-102.6
1,50324230,2023-02-01,945.15,
1,50335174,2023-02-01,650.98,
1,50360111,2023-02-01,193.83,
1,50402197,2023-02-01,834.5,-534.62
1,50428641,2023-02-01,271.51,
1,50463777,2023-02-01,143.45,
1,50520009,2023-02-01,892.55,
1,50547726,2023-02-01,675.06,
1,50610780,2023-02-01,536.41,
1,50624960,2023-02-01,5.03,
1,50627436,2023-02-01,183.41,
1,50647892,2023-02-01,540.71,
1,50693024,2023-02-01,171.87,
1,50756739,2023-02-01,177.65,
1,50772829,2023-02-01,47.57,
1,50813708,2023-02-01,511.82,172.78
1,50837270,2023-02-01,613.53,
1,50880352,2023-02-01,12.46,
1,50887252,2023-02-01,464.78,
1,50893310,2023-02-01,185.13,
1,50959802,2023-02-01,724.26,-97.11
1,51079213,2023-02-01,713.31,-70.27
1,51102699,2023-02-01,626.91,
1,51122335,2023-02-01,219.24,
1,51198722,2023-02-01,559.63,
1,51266306,2023-02-01,2610.52,1094.8400000000001
1,51272805,2023-02-01,474.8,49.96000000000001
1,51298007,2023-02-01,427.17,
1,51313899,2023-02-01,-883.66,-1072.7
1,51325070,2023-02-01,1992.73,21.08
1,51353910,2023-02-01,523.88,
1,51358248,2023-02-01,222.93,
1,51389636,2023-02-01,917.98,
1,51398784,2023-02-01,909.2,
1,51401655,2023-02-01,877.47,
1,51435617,2023-02-01,140.46,
1,51450938,2023-02-01,157.37,
1,51471469,2023-02-01,611.19,
1,51493379,2023-02-01,505.67,69.52
1,51504474,2023-02-01,372.96,219.71
1,51653690,2023-02-01,202.01,-78.4
1,51653868,2023-02-01,410.88,
1,51718829,2023-02-01,260.45,
1,51771015,2023-02-01,876.29,
1,51774315,2023-02-01,291.01,
1,51793205,2023-02-01,715.25,
1,51906599,2023-02-01,49.34,-125.14
1,52104303,2023-02-01,810.97,
1,52117174,2023-02-01,932.96,
1,52125171,2023-02-01,1085.94,112.77
1,52127978,2023-02-01,84.8,
1,52141048,2023-02-01,102.68,
1,52146995,2023-02-01,391.92,69.4
1,52203356,2023-02-01,899.39,
1,52213806,2023-02-01,597.62,
1,52230539,2023-02-01,394.34,
1,52264506,2023-02-01,934.07,
1,52310499,2023-02-01,954.51,
1,52317175,2023-02-01,25.94,
1,52365238,2023-02-01,822.17,
1,52366360,2023-02-01,465.67,
1,52390463,2023-02-01,320.4,147.58
1,52436120,2023-02-01,904.47,
1,52442629,2023-02-01,617.92,
1,52461586,2023-02-01,596.3,
1,52468167,2023-02-01,266.66,-102.76
1,52480554,2023-02-01,263.38,
1,52560688,2023-02-01,622.16,
1,52747145,2023-02-01,546.71,
1,52756904,2023-02-01,428.77,
1,52805510,2023-02-01,580.66,
1,52814597,2023-02-01,-922.21,-1821.6
1,52835507,2023-02-01,219.77,-86.91
1,52840001,2023-02-01,834.31,88.19
1,52855120,2023-02-01,1040.69,160.48
1,52911248,2023-02-01,268.27,-161.89
1,52973634,2023-02-01,417.09,
1,52996436,2023-02-01,969.38,86.03
1,53006272,2023-02-01,761.95,
1,53010345,2023-02-01,131.63,
1,53046005,2023-02-01,706.25,36.43
1,53059420,2023-02-01,433.93,-97.79
1,53079883,2023-02-01,489.35,
1,53085668,2023-02-01,199.11,
1,53086727,2023-02-01,408.74,
