,id,first_name,last_name,Ticker,Sector,Market,Stock Name,Market Cap,Purchase Price,Month,Purchase Price Category,Market Cap Category,Rank
8257,258,Dorris,Schuh,MMC,Finance,NYSE,"Marsh & McLennan Companies, Inc.",41270000000.0,99552.77,7,Very Large,Huge,1
8448,449,Jamill,Jery,FIS,Miscellaneous,NYSE,"Fidelity National Information Services, Inc.",28160000000.0,98050.64,7,Very Large,Huge,2
8303,304,Jennilee,Beards,SNE,Consumer Non-Durables,NYSE,Sony Corp Ord,47140000000.0,97541.64,7,Very Large,Huge,3
8619,620,Wilow,Garrow,AAPL,Technology,NASDAQ,Apple Inc.,741770000000.0,97064.12,7,Very Large,Huge,4
8895,896,Cesare,Olivella,LYB,Basic Industries,NYSE,LyondellBasell Industries NV,32580000000.0,96466.27,7,Very Large,Huge,5
9747,748,Lorettalorna,Saphin,INFY,Technology,NYSE,Infosys Limited,33530000000.0,96898.17,8,Very Large,Huge,1
9991,992,Stacie,Arbon,MON,Basic Industries,NYSE,Monsanto Company,51730000000.0,96495.06,8,Very Large,Huge,2
9732,733,Serena,Randalston,HD,Consumer Services,NYSE,"Home Depot, Inc. (The)",187270000000.0,95429.11,8,Very Large,Huge,3
9785,786,Berte,Prall,ALL,Finance,NYSE,Allstate Corporation (The),32740000000.000004,95332.92,8,Very Large,Huge,4
9367,368,Lisa,MacSkeaghan,CB,Finance,NYSE,D/B/A Chubb Limited New,70810000000.0,94897.75,8,Very Large,Huge,5
10378,379,Rey,Hercules,CI,Health Care,NYSE,Cigna Corporation,43290000000.0,96588.04,9,Very Large,Huge,1
10611,612,Jsandye,Wishart,MAA,Consumer Services,NYSE,"Mid-America Apartment Communities, Inc.",12500000000.0,95820.92,9,Very Large,Huge,2
10327,328,Murdock,Blemen,GSK,Health Care,NYSE,GlaxoSmithKline PLC,107750000000.0,94009.24,9,Very Large,Huge,3
10483,484,Marley,Grigs,CIB,Finance,NYSE,BanColombia S.A.,11020000000.0,93428.71,9,Very Large,Huge,4
10422,423,Conchita,Denziloe,KEP,Public Utilities,NYSE,Korea Electric Power Corporation,24600000000.0,93349.67,9,Very Large,Huge,5
980,981,Nickey,Guinn,AAL,Transportation,NASDAQ,"American Airlines Group, Inc.",24030000000.0,99340.47,10,Very Large,Huge,1
935,936,Rouvin,Rubinovici,BBVA,Finance,NYSE,Banco Bilbao Viscaya Argentaria S.A.,53980000000.0,99027.34,10,Very Large,Huge,2
586,587,Alyce,Klimowicz,LBRDA,Consumer Services,NASDAQ,Liberty Broadband Corporation,15850000000.0,98681.64,10,Very Large,Huge,3
896,897,Olivie,Thicking,SYMC,Technology,NASDAQ,Symantec Corporation,17300000000.0,97719.91,10,Very Large,Huge,4
27,28,Milissent,Giddens,ANTX,Health Care,NYSE,"Anthem, Inc.",13930000000.0,91511.04,10,Very Large,Huge,5
1912,913,Kirbee,Carcass,L,Finance,NYSE,Loews Corporation,16210000000.0,98278.82,11,Very Large,Huge,1
1419,420,Ansley,Bengtsen,BAP,Finance,NYSE,Credicorp Ltd.,16850000000.000002,94854.2,11,Very Large,Huge,2
1702,703,Loralie,Perel,CIB,Finance,NYSE,BanColombia S.A.,11020000000.0,93394.71,11,Very Large,Huge,3
1833,834,Philly,Buggs,ROP,Capital Goods,NYSE,"Roper Technologies, Inc.",23690000000.0,91982.04,11,Very Large,Huge,4
1181,182,Wayne,La Batie,VRSK,Technology,NASDAQ,"Verisk Analytics, Inc.",13750000000.0,91606.38,11,Very Large,Huge,5
2004,5,Cynthy,Cornuau,HRL,Consumer Non-Durables,NYSE,Hormel Foods Corporation,17940000000.0,99994.59,12,Very Large,Huge,1
2824,825,Giselle,Allix,CNHI,Capital Goods,NYSE,CNH Industrial N.V.,15850000000.0,99977.7,12,Very Large,Huge,2
2263,264,Kamillah,Crosland,FISV,Technology,NASDAQ,"Fiserv, Inc.",26470000000.0,99492.37,12,Very Large,Huge,3
2112,113,Jenifer,Geraldo,HSBC,Finance,NYSE,HSBC Holdings plc,176430000000.0,99014.84,12,Very Large,Huge,4
2869,870,Carey,Sibley,KR,Consumer Services,NYSE,Kroger Company (The),20340000000.0,98708.29,12,Very Large,Huge,5
11424,425,Bernetta,Garshore,OSK,Capital Goods,NYSE,Oshkosh Corporation,5070000000.0,74935.82,1,Large,Large,1
11714,715,Jeanne,Ugolini,PLAY,Consumer Services,NASDAQ,"Dave & Buster's Entertainment, Inc.",2840000000.0,74621.72,1,Large,Large,2
11867,868,Angelika,Shurman,DOC,Consumer Services,NYSE,Physicians Realty Trust,3260000000.0,74155.03,1,Large,Large,3
11053,54,Jany,Hancke,CSOD,Technology,NASDAQ,"Cornerstone OnDemand, Inc.",2089999999.9999998,74079.42,1,Large,Large,4
11340,341,Niven,Rae,ADSW,Public Utilities,NYSE,"Advanced Disposal Services, Inc.",2100000000.0,74040.1,1,Large,Large,5
3263,264,Niel,Woolgar,SRCE,Finance,NASDAQ,1st Source Corporation,1270000000.0,74668.62,2,Large,Large,1
3647,648,Luce,Blondel,CAVM,Technology,NASDAQ,"Cavium, Inc.",4480000000.0,74537.05,2,Large,Large,2
3924,925,Fonzie,Huggett,EVHC,Health Care,NYSE,Envision Healthcare Corporation,6890000000.0,74347.83,2,Large,Large,3
3146,147,Jeannine,Janouch,HELE,Consumer Durables,NASDAQ,Helen of Troy Limited,2520000000.0,73962.65,2,Large,Large,4
3790,791,Ingamar,Biglin,ARLP,Energy,NASDAQ,"Alliance Resource Partners, L.P.",1450000000.0,73954.38,2,Large,Large,5
4585,586,Donny,Kacheler,SHO,Consumer Services,NYSE,"Sunstone Hotel Investors, Inc.",3650000000.0,74811.27,3,Large,Large,1
4199,200,Stephi,Girdler,KEYS,Capital Goods,NYSE,Keysight Technologies Inc.,7040000000.0,73202.42,3,Large,Large,2
4597,598,Zsa zsa,O'Conor,NKTR,Health Care,NASDAQ,Nektar Therapeutics,2820000000.0,73093.4,3,Large,Large,3
4845,846,Anya,Lorraway,BOFI,Finance,NASDAQ,"BofI Holding, Inc.",1470000000.0,71624.78,3,Large,Large,4
4635,636,Auberta,Ruperto,BVN,Basic Industries,NYSE,Buenaventura Mining Company Inc.,2850000000.0,70405.75,3,Large,Large,5
5704,705,Margaret,Yakovich,SKX,Consumer Non-Durables,NYSE,"Skechers U.S.A., Inc.",4350000000.0,74495.13,4,Large,Large,1
5799,800,Silvana,Pinches,SBGL,Basic Industries,NYSE,Sibanye Gold Limited,2550000000.0,74409.16,4,Large,Large,2
5777,778,Abran,Semens,FIT,Technology,NYSE,"Fitbit, Inc.",1160000000.0,74355.04,4,Large,Large,3
5071,72,Shadow,Lintot,LW,Consumer Non-Durables,NYSE,"Lamb Weston Holdings, Inc.",6580000000.0,73947.71,4,Large,Large,4
5101,102,Nelle,Skeldinge,WMS,Capital Goods,NYSE,"Advanced Drainage Systems, Inc.",1130000000.0,73635.15,4,Large,Large,5
6683,684,Renell,Dragon,SPIL,Technology,NASDAQ,"Siliconware Precision Industries Company, Ltd.",5070000000.0,74783.5,5,Large,Large,1
6254,255,Janeta,Couronne,RGA,Finance,NYSE,"Reinsurance Group of America, Incorporated",8289999999.999999,74232.12,5,Large,Large,2
6990,991,Norry,Wiz,BABY,Health Care,NASDAQ,Natus Medical Incorporated,1160000000.0,74231.26,5,Large,Large,3
6992,993,Feodor,Harragin,CPK,Public Utilities,NYSE,Chesapeake Utilities Corporation,1230000000.0,73871.46,5,Large,Large,4
6682,683,Nevile,Clemenza,DNKN,Consumer Services,NASDAQ,"Dunkin' Brands Group, Inc.",5170000000.0,73575.65,5,Large,Large,5
7682,683,Mayer,Jordine,SBCF,Finance,NASDAQ,Seacoast Banking Corporation of Florida,1070000000.0000001,74931.39,6,Large,Large,1
7470,471,Helaine,Armistead,TSRO,Health Care,NASDAQ,"TESARO, Inc.",7770000000.0,74914.77,6,Large,Large,2
7304,305,Isabella,Andrivot,GLNG,Consumer Services,NASDAQ,Golar LNG Limited,2180000000.0,74722.36,6,Large,Large,3
7287,288,Rahal,Snawdon,OR,Basic Industries,NYSE,Osisko Gold Royalties Ltd,1280000000.0,74616.51,6,Large,Large,4
7217,218,Andros,Legges,TGI,Capital Goods,NYSE,"Triumph Group, Inc.",1580000000.0,74520.13,6,Large,Large,5
8001,2,Julee,Runnacles,BPL,Energy,NYSE,Buckeye Partners L.P.,8620000000.0,74395.94,7,Large,Large,1
8287,288,Michelina,Brame,IPXL,Health Care,NASDAQ,"Impax Laboratories, Inc.",1020000000.0,73831.61,7,Large,Large,2
8343,344,Edie,Meldrum,EGO,Basic Industries,NYSE,Eldorado Gold Corporation,1970000000.0,73819.66,7,Large,Large,3
8392,393,Aylmer,Stowers,AMN,Technology,NYSE,AMN Healthcare Services Inc,1730000000.0,73791.51,7,Large,Large,4
8945,946,Salomo,Faithfull,RPT,Consumer Services,NYSE,Ramco-Gershenson Properties Trust,1010000000.0,73453.4,7,Large,Large,5
9220,221,Kristien,Baldery,IPG,Technology,NYSE,"Interpublic Group of Companies, Inc. (The)",9640000000.0,74769.34,8,Large,Large,1
9435,436,Tressa,Frend,ERF,Energy,NYSE,Enerplus Corporation,1950000000.0,74734.78,8,Large,Large,2
9849,850,Nessy,Auston,JRVR,Finance,NASDAQ,"James River Group Holdings, Ltd.",1180000000.0,74618.92,8,Large,Large,3
9098,99,Janel,Matas,WST,Basic Industries,NYSE,"West Pharmaceutical Services, Inc.",7060000000.0,74420.31,8,Large,Large,4
9630,631,Tressa,Haborn,ATSG,Transportation,NASDAQ,"Air Transport Services Group, Inc",1310000000.0,74118.62,8,Large,Large,5
10718,719,Marni,Louth,CPLA,Consumer Services,NASDAQ,Capella Education Company,1040000000.0,74975.01,9,Large,Large,1
10992,993,Andy,Lacroutz,CPRT,Consumer Durables,NASDAQ,"Copart, Inc.",7200000000.0,74248.21,9,Large,Large,2
10337,338,Tyrus,Pareman,HSC,Capital Goods,NYSE,Harsco Corporation,1350000000.0,74003.42,9,Large,Large,3
10871,872,Lea,McGirr,EFII,Technology,NASDAQ,"Electronics for Imaging, Inc.",2300000000.0,73756.89,9,Large,Large,4
10805,806,Jilly,Burnet,JUNO,Health Care,NASDAQ,"Juno Therapeutics, Inc.",2470000000.0,73434.46,9,Large,Large,5
193,194,Rebecca,Roake,CYH,Health Care,NYSE,"Community Health Systems, Inc.",1030000000.0,74297.45,10,Large,Large,1
975,976,Nani,Epilet,ARRS,Technology,NASDAQ,ARRIS International plc,5440000000.0,74179.13,10,Large,Large,2
608,609,Rhianon,Linge,Y,Finance,NYSE,Alleghany Corporation,9370000000.0,74064.16,10,Large,Large,3
269,270,Cahra,Ibbott,HEP,Energy,NYSE,"Holly Energy Partners, L.P.",2049999999.9999998,73994.0,10,Large,Large,4
216,217,Jeannine,Bubbins,JWN,Consumer Services,NYSE,"Nordstrom, Inc.",7890000000.0,73219.08,10,Large,Large,5
1657,658,Duffy,Sooley,TEP,Public Utilities,NYSE,"Tallgrass Energy Partners, LP",3400000000.0,74452.16,11,Large,Large,1
1509,510,Sutherland,Roblett,VGSH,,NASDAQ,Vanguard Short-Term Government ETF,1460000000.0,73877.62,11,Large,Large,2
1137,138,Kerwin,Circuit,FCN,Consumer Services,NYSE,"FTI Consulting, Inc.",1340000000.0,73375.47,11,Large,Large,3
1521,522,Jarrad,Stallibrass,VXUS,,NASDAQ,Vanguard Total International Stock ETF,8570000000.0,73332.32,11,Large,Large,4
1526,527,Helli,Taggert,ZPIN,Technology,NYSE,Zhaopin Limited,1020000000.0,72657.65,11,Large,Large,5
2439,440,Nikki,Paolone,CHS,Consumer Services,NYSE,"Chico's FAS, Inc.",1200000000.0,74981.51,12,Large,Large,1
2313,314,Cammy,Brozek,AEL,Finance,NYSE,American Equity Investment Life Holding Company,2220000000.0,74402.16,12,Large,Large,2
2645,646,Vernon,Yanov,PEGI,Public Utilities,NASDAQ,Pattern Energy Group Inc.,2080000000.0,74286.29,12,Large,Large,3
2704,705,Caria,Kirley,WSM,Consumer Services,NYSE,"Williams-Sonoma, Inc.",4160000000.0,74178.51,12,Large,Large,4
2419,420,Olympia,Dodgshon,BMCH,Consumer Services,NASDAQ,"BMC Stock Holdings, Inc.",1480000000.0,74002.46,12,Large,Large,5
11876,877,Wye,Tybalt,GXP,Public Utilities,NYSE,Great Plains Energy Inc,6450000000.0,24803.63,1,Low,Large,1
11701,702,Kat,Calvie,MBI,Finance,NYSE,"MBIA, Inc.",1140000000.0,24797.53,1,Low,Large,2
11808,809,Demetri,Putley,INVH,Finance,NYSE,Invitation Homes Inc.,6590000000.0,24575.1,1,Low,Large,3
11990,991,Court,Draco,BDN,Consumer Services,NYSE,Brandywine Realty Trust,3060000000.0,24112.83,1,Low,Large,4
11156,157,Ingunna,Delieu,HY,Capital Goods,NYSE,"Hyster-Yale Materials Handling, Inc.",1230000000.0,24089.59,1,Low,Large,5
3519,520,Elspeth,Vanderplas,AF,Finance,NYSE,Astoria Financial Corporation,2060000000.0,24701.47,2,Low,Large,1
3295,296,Leila,Rumin,LSI,Consumer Services,NYSE,"Life Storage, Inc.",3500000000.0,24608.82,2,Low,Large,2
3876,877,Angela,Ferronel,DGRW,,NASDAQ,WisdomTree U.S. Quality Dividend Growth Fund,1450000000.0,24085.27,2,Low,Large,3
3986,987,Etta,Agglione,CFR,Finance,NYSE,"Cullen/Frost Bankers, Inc.",6190000000.0,24052.69,2,Low,Large,4
3343,344,Cirillo,Vaughten,CABO,Consumer Services,NYSE,"Cable One, Inc.",4139999999.9999995,23401.5,2,Low,Large,5
4188,189,Meredithe,Slade,AIR,Capital Goods,NYSE,AAR Corp.,1210000000.0,24811.85,3,Low,Large,1
4086,87,Merna,Snugg,APOG,Capital Goods,NASDAQ,"Apogee Enterprises, Inc.",1600000000.0,24671.93,3,Low,Large,2
4342,343,Willette,Duigan,FLR,Basic Industries,NYSE,Fluor Corporation,6300000000.0,24086.75,3,Low,Large,3
4356,357,Valida,Beert,EGL,Consumer Services,NYSE,"Engility Holdings, Inc.",1050000000.0,23881.87,3,Low,Large,4
4922,923,Leia,Deares,LEA,Capital Goods,NYSE,Lear Corporation,9540000000.0,23746.14,3,Low,Large,5
5454,455,Starlene,Bernardelli,LXFT,Technology,NYSE,"Luxoft Holding, Inc.",2049999999.9999998,24947.74,4,Low,Large,1
5619,620,Harmonia,Sancias,HII,Capital Goods,NYSE,"Huntington Ingalls Industries, Inc.",8560000000.000001,24675.93,4,Low,Large,2
5833,834,Anni,Tudge,TNET,Miscellaneous,NYSE,"TriNet Group, Inc.",2170000000.0,23463.07,4,Low,Large,3
5185,186,Jobey,Francais,STBA,Finance,NASDAQ,"S&T Bancorp, Inc.",1240000000.0,22879.98,4,Low,Large,4
5965,966,Berte,Darridon,TRQ,Basic Industries,NYSE,Turquoise Hill Resources Ltd.,4990000000.0,22541.06,4,Low,Large,5
6148,149,Marguerite,Culbert,EGBN,Finance,NASDAQ,"Eagle Bancorp, Inc.",2160000000.0,24336.62,5,Low,Large,1
6435,436,Tripp,Viner,WCG,Health Care,NYSE,"WellCare Health Plans, Inc.",7770000000.0,23159.56,5,Low,Large,2
6541,542,Hinze,Woolston,CR,Capital Goods,NYSE,Crane Company,4720000000.0,23155.31,5,Low,Large,3
6925,926,Alexandros,Trimby,KRO,Basic Industries,NYSE,Kronos Worldwide Inc,2049999999.9999998,21955.93,5,Low,Large,4
6889,890,Celine,McCullough,OLN,Basic Industries,NYSE,Olin Corporation,4890000000.0,21868.38,5,Low,Large,5
7887,888,Karee,Gertz,R,Consumer Services,NYSE,"Ryder System, Inc.",3600000000.0,24883.59,6,Low,Large,1
7429,430,Page,Pitt,RNG,Technology,NYSE,"Ringcentral, Inc.",2670000000.0,24763.73,6,Low,Large,2
7670,671,Elwyn,Trinke,MSG,Consumer Services,NYSE,MSG Networks Inc.,4600000000.0,24477.69,6,Low,Large,3
7666,667,Willie,Vardey,WEX,Miscellaneous,NYSE,WEX Inc.,4500000000.0,24059.62,6,Low,Large,4
7692,693,Rose,Mursell,AMWD,Basic Industries,NASDAQ,American Woodmark Corporation,1550000000.0,23441.32,6,Low,Large,5
8878,879,Bryn,Abbatini,MRC,Capital Goods,NYSE,MRC Global Inc.,1630000000.0,24936.74,7,Low,Large,1
8507,508,Dorolice,Lared,RGEN,Health Care,NASDAQ,Repligen Corporation,1300000000.0,24717.29,7,Low,Large,2
8886,887,Jolie,Ruprechter,MFA,Consumer Services,NYSE,"MFA Financial, Inc.",3200000000.0,24664.5,7,Low,Large,3
8788,789,Verena,Wileman,CXW,Consumer Services,NYSE,"CoreCivic, Inc.",3310000000.0,23832.09,7,Low,Large,4
8900,901,Christie,Simkins,LNCE,Consumer Non-Durables,NASDAQ,"Snyder's-Lance, Inc.",3440000000.0,23492.48,7,Low,Large,5
9967,968,Cecilio,Itzkowicz,BSM,Energy,NYSE,"Black Stone Minerals, L.P.",3000000000.0,24381.9,8,Low,Large,1
9696,697,Anderson,Base,GPS,Consumer Services,NYSE,"Gap, Inc. (The)",9060000000.0,24067.34,8,Low,Large,2
9543,544,Boigie,Dowdeswell,IEP,Capital Goods,NASDAQ,Icahn Enterprises L.P.,8250000000.0,24014.97,8,Low,Large,3
9282,283,Melessa,Haycraft,XLRN,Health Care,NASDAQ,Acceleron Pharma Inc.,1150000000.0,23419.53,8,Low,Large,4
9955,956,Hayward,Ors,NEOG,Health Care,NASDAQ,Neogen Corporation,2600000000.0,22372.85,8,Low,Large,5
10016,17,Yule,Hindmore,EUFN,,NASDAQ,iShares MSCI Europe Financials Sector Index Fund,1150000000.0,24556.43,9,Low,Large,1
10458,459,Jedd,Arnauduc,MIK,Consumer Services,NASDAQ,"The Michaels Companies, Inc.",3530000000.0,23962.95,9,Low,Large,2
10169,170,Lewiss,Sonier,INGR,Consumer Non-Durables,NYSE,Ingredion Incorporated,8520000000.0,23822.65,9,Low,Large,3
10352,353,Kane,Lodevick,FCB,Finance,NYSE,"FCB Financial Holdings, Inc.",2009999999.9999998,23794.8,9,Low,Large,4
10955,956,Shandee,Morland,CUDA,Technology,NYSE,"Barracuda Networks, Inc.",1170000000.0,23435.8,9,Low,Large,5
181,182,Murial,Alldridge,DDC,Basic Industries,NYSE,Dominion Diamond Corporation,1030000000.0,24592.57,10,Low,Large,1
873,874,Tuesday,Boutwell,GOL,Transportation,NYSE,Gol Linhas Aereas Inteligentes S.A.,6060000000.0,24236.5,10,Low,Large,2
105,106,Bobinette,Aicheson,EDN,Public Utilities,NYSE,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),1410000000.0,23851.25,10,Low,Large,3
3,4,Willis,Bugg,OAS,Energy,NYSE,Oasis Petroleum Inc.,1940000000.0,23636.92,10,Low,Large,4
191,192,Tessie,Bowman,BGS,Consumer Non-Durables,NYSE,"B&G Foods, Inc.",2450000000.0,22604.98,10,Low,Large,5
1017,18,Osbourn,Arpur,ZBRA,Technology,NASDAQ,Zebra Technologies Corporation,5500000000.0,24991.86,11,Low,Large,1
1108,109,Uri,Baron,SLCA,Basic Industries,NYSE,"U.S. Silica Holdings, Inc.",2750000000.0,24610.74,11,Low,Large,2
1873,874,Suellen,Gravie,FIVE,Consumer Services,NASDAQ,"Five Below, Inc.",2650000000.0,23819.39,11,Low,Large,3
1283,284,Elita,Diego,SQM,Basic Industries,NYSE,Sociedad Quimica y Minera S.A.,9060000000.0,23658.39,11,Low,Large,4
1428,429,Marthe,Mewton,OLLI,Consumer Services,NASDAQ,"Ollie's Bargain Outlet Holdings, Inc.",2500000000.0,23577.2,11,Low,Large,5
2154,155,Sigismondo,Grigolon,DATA,Technology,NYSE,"Tableau Software, Inc.",4840000000.0,24498.64,12,Low,Large,1
2758,759,Benjamen,Cosker,HYLS,,NASDAQ,First Trust High Yield Long/Short ETF,1230000000.0,23434.9,12,Low,Large,2
2901,902,Gracia,Lune,WNS,Miscellaneous,NYSE,WNS (Holdings) Limited,1630000000.0,22965.18,12,Low,Large,3
2361,362,Broderick,Elsworth,RIG,Energy,NYSE,Transocean Ltd.,3370000000.0,22218.31,12,Low,Large,4
2558,559,Jandy,Rivers,THO,Consumer Non-Durables,NYSE,"Thor Industries, Inc.",5530000000.0,22165.7,12,Low,Large,5
11124,125,Margret,Harry,SHOP,Technology,NYSE,Shopify Inc.,7350000000.0,49796.86,1,Medium,Large,1
11688,689,Kearney,Rodenhurst,FTAI,,NYSE,Fortress Transportation and Infrastructure Investors LLC,1190000000.0,49694.92,1,Medium,Large,2
11147,148,Mickie,Brack,AR,Energy,NYSE,Antero Resources Corporation,7130000000.0,49504.15,1,Medium,Large,3
11839,840,Anallese,Bartoli,BWP,Public Utilities,NYSE,Boardwalk Pipeline Partners L.P.,4380000000.0,49357.51,1,Medium,Large,4
11094,95,Hartwell,Sedgeman,LORL,Technology,NASDAQ,"Loral Space and Communications, Inc.",1290000000.0,48717.52,1,Medium,Large,5
3948,949,Winslow,Pentecost,QUOT,Consumer Services,NYSE,Quotient Technology Inc.,1040000000.0,49737.92,2,Medium,Large,1
3746,747,Jocelyne,Ribchester,FCNCA,Finance,NASDAQ,"First Citizens BancShares, Inc.",4470000000.0,49184.4,2,Medium,Large,2
3633,634,Donnell,Parlet,TQQQ,,NASDAQ,ProShares UltraPro QQQ,1720000000.0,47917.48,2,Medium,Large,3
3670,671,Forester,Picott,SANM,Technology,NASDAQ,Sanmina Corporation,2830000000.0,47702.06,2,Medium,Large,4
3164,165,Hagen,Patry,SFUN,Technology,NYSE,Fang Holdings Limited,1540000000.0,47147.21,2,Medium,Large,5
4331,332,Esdras,Olander,WETF,Finance,NASDAQ,"WisdomTree Investments, Inc.",1360000000.0,49538.72,3,Medium,Large,1
4333,334,Zane,Royans,EVHC,Health Care,NYSE,Envision Healthcare Corporation,6890000000.0,49371.25,3,Medium,Large,2
4927,928,Bailie,Laslett,INOV,Technology,NASDAQ,"Inovalon Holdings, Inc.",1990000000.0,49224.41,3,Medium,Large,3
4196,197,Maritsa,Dossantos,PATK,Basic Industries,NASDAQ,"Patrick Industries, Inc.",1270000000.0,49182.58,3,Medium,Large,4
4309,310,Jarrett,Bauman,SPNC,Health Care,NASDAQ,The Spectranetics Corporation,1300000000.0,48883.7,3,Medium,Large,5
5696,697,Casandra,Gibard,GGG,Capital Goods,NYSE,Graco Inc.,6280000000.0,49492.93,4,Medium,Large,1
5208,209,Judas,Mebes,THO,Consumer Non-Durables,NYSE,"Thor Industries, Inc.",5530000000.0,48034.38,4,Medium,Large,2
5959,960,Edmund,Disley,AAV,Energy,NYSE,Advantage Oil & Gas Ltd,1150000000.0,47877.61,4,Medium,Large,3
5795,796,Dorette,Newcombe,ATKR,Miscellaneous,NYSE,Atkore International Group Inc.,1390000000.0,47358.42,4,Medium,Large,4
5441,442,Calv,Wortley,CNMD,Health Care,NASDAQ,CONMED Corporation,1420000000.0,47231.1,4,Medium,Large,5
6791,792,Candide,Lockitt,TECD,Technology,NASDAQ,Tech Data Corporation,3670000000.0,49765.42,5,Medium,Large,1
6018,19,Gawen,Clayson,KMPR,Finance,NYSE,Kemper Corporation,2049999999.9999998,49657.62,5,Medium,Large,2
6571,572,Vail,Lightbody,BCC,Consumer Services,NYSE,"Boise Cascade, L.L.C.",1140000000.0,49509.01,5,Medium,Large,3
6467,468,Mae,McClaughlin,NRG,Public Utilities,NYSE,"NRG Energy, Inc.",5340000000.0,49383.36,5,Medium,Large,4
6604,605,Lana,Douthwaite,TLND,Technology,NASDAQ,Talend S.A.,1050000000.0,48687.33,5,Medium,Large,5
7279,280,Emili,Greenhowe,ATO,Public Utilities,NYSE,Atmos Energy Corporation,9010000000.0,49960.42,6,Medium,Large,1
7188,189,Terese,Piwell,ESV,Energy,NYSE,ENSCO plc,1740000000.0,49296.37,6,Medium,Large,2
7793,794,Vicky,Aleksankin,CABO,Consumer Services,NYSE,"Cable One, Inc.",4139999999.9999995,49205.43,6,Medium,Large,3
7462,463,Prudy,Maisey,GWB,Finance,NYSE,"Great Western Bancorp, Inc.",2340000000.0,49148.13,6,Medium,Large,4
7010,11,Shea,Banville,SCI,Consumer Services,NYSE,Service Corporation International,6050000000.0,48562.55,6,Medium,Large,5
8296,297,Elihu,Kimblen,YY,Technology,NASDAQ,YY Inc.,3060000000.0,49705.78,7,Medium,Large,1
8548,549,Wolf,Panther,GKOS,Health Care,NYSE,Glaukos Corporation,1390000000.0,49704.57,7,Medium,Large,2
8240,241,Marilyn,Jirsa,ERJ,Capital Goods,NYSE,Embraer-Empresa Brasileira de Aeronautica,3450000000.0,49000.27,7,Medium,Large,3
8042,43,Armando,Rollingson,WWE,Consumer Services,NYSE,"World Wrestling Entertainment, Inc.",1600000000.0,48620.09,7,Medium,Large,4
8212,213,El,Velasquez,STBA,Finance,NASDAQ,"S&T Bancorp, Inc.",1240000000.0,48425.65,7,Medium,Large,5
9582,583,Pancho,Kondratyuk,APPF,Technology,NASDAQ,"AppFolio, Inc.",1080000000.0,49842.73,8,Medium,Large,1
9766,767,Sheelagh,Jeremaes,MWA,Capital Goods,NYSE,MUELLER WATER PRODUCTS,1830000000.0,49246.68,8,Medium,Large,2
9694,695,Gaston,Kettlesting,BRKR,Capital Goods,NASDAQ,Bruker Corporation,4430000000.0,49245.38,8,Medium,Large,3
9451,452,Lida,Fletcher,ULTI,Technology,NASDAQ,"The Ultimate Software Group, Inc.",6350000000.0,49125.24,8,Medium,Large,4
9704,705,Izabel,Gurnett,JWN,Consumer Services,NYSE,"Nordstrom, Inc.",7890000000.0,48812.1,8,Medium,Large,5
10225,226,Leesa,Liddel,EEQ,Energy,NYSE,Enbridge Energy Management LLC,1270000000.0,48995.54,9,Medium,Large,1
10606,607,Hortense,Haddington,AMKR,Technology,NASDAQ,"Amkor Technology, Inc.",2520000000.0,48968.44,9,Medium,Large,2
10171,172,Ollie,Lowers,PAC,Transportation,NYSE,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",5930000000.0,48934.53,9,Medium,Large,3
10939,940,Brina,Ruggiero,DNOW,Energy,NYSE,NOW Inc.,1860000000.0,48889.77,9,Medium,Large,4
10920,921,Vita,Breach,PBH,Health Care,NYSE,"Prestige Brand Holdings, Inc.",2790000000.0,48440.71,9,Medium,Large,5
474,475,Konstanze,Hoffman,HSNI,Consumer Services,NASDAQ,"HSN, Inc.",1680000000.0,49985.48,10,Medium,Large,1
19,20,Betta,Curnnok,HGV,Consumer Services,NYSE,Hilton Grand Vacations Inc.,3620000000.0,49006.88,10,Medium,Large,2
94,95,Borg,Broek,TPH,Capital Goods,NYSE,"TRI Pointe Group, Inc.",1980000000.0,48946.23,10,Medium,Large,3
55,56,Meggi,Bungey,GGAL,Finance,NASDAQ,Grupo Financiero Galicia S.A.,5470000000.0,48814.42,10,Medium,Large,4
890,891,Margaret,Ellicock,MTX,Basic Industries,NYSE,Minerals Technologies Inc.,2500000000.0,48058.41,10,Medium,Large,5
1989,990,Zacherie,Pollastrino,LAMR,Consumer Services,NASDAQ,Lamar Advertising Company,7220000000.0,49863.44,11,Medium,Large,1
1413,414,Erhard,Codling,R,Consumer Services,NYSE,"Ryder System, Inc.",3600000000.0,49457.52,11,Medium,Large,2
1895,896,Edi,Geany,IXUS,,NASDAQ,iShares Core MSCI Total International Stock ETF,6260000000.0,49060.11,11,Medium,Large,3
1846,847,Lissie,Stoile,IPG,Technology,NYSE,"Interpublic Group of Companies, Inc. (The)",9640000000.0,48191.92,11,Medium,Large,4
1947,948,Ann-marie,Durdy,MTX,Basic Industries,NYSE,Minerals Technologies Inc.,2500000000.0,48162.34,11,Medium,Large,5
2211,212,Desiri,Tebbitt,WDR,Finance,NYSE,"Waddell & Reed Financial, Inc.",1560000000.0,49925.01,12,Medium,Large,1
